displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Todd Gurley,STL,19.2,91.0,0.6,1.3,9.5,0.0,0.1
Adrian Peterson,MIN,20.3,89.1,0.6,1.6,12.5,0.0,0.2
LeVeon Bell,PIT,20.5,88.6,0.5,4.0,31.1,0.2,0.1
Devonta Freeman,ATL,16.9,84.6,0.7,4.1,33.7,0.1,0.1
Chris Ivory,NYJ,16.8,81.1,0.6,1.8,11.5,0.0,0.1
Frank Gore,IND,15.6,76.7,0.5,1.9,12.3,0.0,0.2
Marshawn Lynch,SEA,17.7,74.2,0.6,1.7,13.0,0.0,0.1
Arian Foster,HOU,17.5,74.0,0.5,4.0,29.2,0.1,0.2
LeSean McCoy,BUF,17.5,70.5,0.5,2.9,21.3,0.0,0.1
Doug Martin,TB,16.2,68.6,0.3,2.6,19.2,0.0,0.2
Latavius Murray,OAK,15.3,68.4,0.4,3.0,20.8,0.0,0.2
Lamar Miller,MIA,15.1,66.3,0.5,2.7,20.0,0.0,0.1
Mark Ingram,NO,14.4,64.9,0.6,3.0,22.7,0.0,0.2
Jonathan Stewart,CAR,15.6,62.0,0.3,1.2,8.7,0.0,0.1
DeMarco Murray,PHI,15.4,59.0,0.5,3.2,22.0,0.0,0.2
Justin Forsett,BAL,15.7,59.0,0.3,3.8,26.1,0.1,0.1
Alfred Morris,WAS,13.2,58.1,0.3,1.0,6.3,0.0,0.1
Carlos Hyde,SF,16.1,54.0,0.3,1.3,8.1,0.0,0.1
Chris Johnson,ARI,15.2,54.0,0.4,1.2,8.8,0.0,0.1
Christine Michael,DAL,9.8,48.2,0.3,1.2,8.8,0.0,0.1
Joseph Randle,DAL,10.1,47.3,0.2,1.9,15.1,0.0,0.1
Rashad Jennings,NYG,11.6,46.8,0.2,2.3,16.3,0.0,0.2
T.J. Yeldon,JAC,10.3,44.5,0.2,1.9,13.0,0.0,0.1
LeGarrette Blount,NE,12.4,44.1,0.5,0.4,3.3,0.0,0.1
Charcandrick West,KC,10.8,43.0,0.3,2.6,17.9,0.1,0.2
Melvin Gordon,SD,11.6,42.0,0.3,1.9,13.4,0.0,0.2
Dion Lewis,NE,8.1,40.9,0.2,4.3,35.7,0.2,0.2
Matt Jones,WAS,10.0,40.3,0.3,1.1,8.5,0.0,0.3
Ameer Abdullah,DET,9.7,36.3,0.2,2.2,17.2,0.0,0.1
Isaiah Crowell,CLE,9.4,33.4,0.3,1.1,9.2,0.0,0.1
Antonio Andrews,TEN,8.5,31.9,0.2,2.0,16.8,0.1,0.1
Karlos Williams,BUF,9.6,30.4,0.3,0.8,5.8,0.0,0.1
Duke Johnson,CLE,8.0,30.3,0.1,3.8,28.9,0.1,0.1
Ryan Mathews,PHI,6.6,25.9,0.2,1.8,13.2,0.0,0.3
Thomas Rawls,SEA,5.2,24.0,0.2,0.7,4.2,0.0,0.1
Darren McFadden,DAL,5.4,23.7,0.1,3.3,25.3,0.0,0.1
Charles Sims,TB,6.6,23.6,0.2,2.3,20.6,0.0,0.1
Robert Turbin,CLE,5.2,23.4,0.2,0.4,2.5,0.0,0.1
Knile Davis,KC,6.8,22.9,0.2,1.1,7.5,0.0,0.1
Tevin Coleman,ATL,5.9,22.6,0.1,1.0,6.8,0.0,0.1
Alfred Blue,HOU,5.6,22.1,0.1,0.8,5.7,0.0,0.1
Dexter McCluster,TEN,5.7,21.5,0.1,2.1,16.3,0.1,0.1
Khiry Robinson,NO,4.5,20.6,0.2,1.7,11.6,0.0,0.1
Andre Williams,NYG,7.4,20.3,0.2,0.2,1.3,0.0,0.1
Joique Bell,DET,7.2,20.2,0.2,1.2,8.6,0.0,0.1
Bishop Sankey,TEN,6.9,20.2,0.1,1.8,13.1,0.0,0.1
Danny Woodhead,SD,6.9,19.7,0.1,3.9,39.2,0.2,0.1
Darren Sproles,PHI,4.0,18.9,0.1,2.9,23.6,0.1,0.1
C.J. Spiller,NO,4.0,18.9,0.1,3.5,26.6,0.1,0.1
DeAngelo Williams,PIT,4.3,18.4,0.1,0.6,4.9,0.0,0.1
Zac Stacy,NYJ,4.6,18.4,0.1,1.4,10.1,0.0,0.1
Shane Vereen,NYG,5.2,18.3,0.1,3.8,35.2,0.2,0.1
Javorius Allen,BAL,5.2,17.2,0.1,1.0,7.8,0.0,0.1
Ahmad Bradshaw,IND,4.4,16.8,0.1,1.3,9.9,0.0,0.2
Roy Helu,OAK,3.6,16.7,0.1,1.9,15.6,0.0,0.1
Tre Mason,STL,3.9,16.5,0.1,0.7,4.8,0.0,0.1
Branden Oliver,SD,4.1,16.0,0.1,1.1,8.3,0.0,0.1
Andre Ellington,ARI,5.2,15.6,0.1,1.9,17.1,0.1,0.1
Denard Robinson,JAC,5.3,15.1,0.2,1.1,8.6,0.0,0.1
Jonas Gray,MIA,3.5,14.5,0.1,0.5,3.8,0.0,0.1
Chris Polk,HOU,3.4,13.6,0.1,1.1,8.3,0.0,0.1
Jerick McKinnon,MIN,3.2,13.0,0.1,0.7,4.6,0.0,0.1
Bilal Powell,NYJ,4.4,12.9,0.1,1.2,7.4,0.0,0.1
David Johnson,ARI,3.9,12.8,0.2,1.3,11.8,0.0,0.1
Mike Davis,SF,2.4,12.4,0.1,0.9,6.0,0.0,0.1
Toby Gerhart,JAC,3.6,11.3,0.1,0.4,3.3,0.0,0.1
Theo Riddick,DET,3.3,11.0,0.0,4.0,32.2,0.2,0.1
Reggie Bush,SF,4.1,11.0,0.1,1.8,13.5,0.0,0.2
Mike Tolbert,CAR,3.1,10.6,0.0,1.2,7.6,0.0,0.0
Dan Herron,BUF,2.8,10.3,0.1,0.6,4.3,0.0,0.0
Benjamin Cunningham,STL,2.5,10.1,0.0,2.4,19.5,0.1,0.1
Matt Asiata,MIN,2.4,9.9,0.1,0.9,6.7,0.0,0.1
Stevan Ridley,NYJ,2.0,9.9,0.1,1.1,9.0,0.0,0.0
Damien Williams,MIA,2.1,8.8,0.0,1.0,6.7,0.0,0.1
Taiwan Jones,OAK,1.9,8.6,0.1,0.7,5.2,0.0,0.1
Chris Thompson,WAS,3.6,8.3,0.0,3.0,23.4,0.0,0.1
Anthony Dixon,BUF,2.2,7.8,0.1,0.7,5.0,0.0,0.1
Josh Robinson,IND,1.7,7.5,0.1,0.8,6.0,0.1,0.2
Fred Jackson,SEA,1.8,6.1,0.0,1.7,12.8,0.0,0.0
Fozzy Whittaker,CAR,1.4,5.8,0.0,1.0,7.5,0.0,0.1
Cameron Artis-Payne,CAR,1.7,5.8,0.0,0.4,2.3,0.0,0.0
Terrance West,TEN,1.5,5.3,0.0,0.2,0.9,0.0,0.0
Jay Prosch,HOU,0.9,5.0,0.0,0.3,2.6,0.0,0.0
Jonathan Grimes,HOU,1.3,4.9,0.0,0.5,4.0,0.0,0.0
Marcel Reece,OAK,1.0,4.8,0.0,2.1,19.8,0.1,0.0
Spencer Ware,KC,1.2,4.3,0.0,0.7,4.6,0.0,0.0
Bobby Rainey,TB,0.9,4.1,0.0,0.3,3.3,0.0,0.0
Jarryd Hayne,SF,1.2,3.9,0.0,0.3,1.5,0.0,0.0
Terron Ward,ATL,0.8,3.3,0.0,0.5,4.0,0.0,0.0
George Winn,DET,0.7,2.9,0.0,0.4,2.7,0.0,0.0
Will Johnson,PIT,0.8,2.9,0.2,0.3,1.7,0.0,0.0
Tommy Bohanon,NYJ,1.0,2.9,0.0,0.4,3.0,0.0,0.0
Darrel Young,WAS,0.8,2.8,0.1,0.4,3.0,0.0,0.0
Jerome Felton,BUF,0.8,2.8,0.0,0.3,1.9,0.0,0.0
Anthony Sherman,KC,0.9,2.7,0.0,0.6,5.2,0.0,0.0
Jamize Olawale,OAK,0.7,2.7,0.0,0.2,1.7,0.0,0.0
Jalston Fowler,TEN,0.8,2.7,0.0,0.3,3.1,0.0,0.0
Stepfan Taylor,ARI,0.7,2.6,0.0,0.2,1.5,0.0,0.0
James White,NE,0.7,2.6,0.0,0.5,3.1,0.0,0.0
Brandon Bolden,NE,0.6,2.3,0.0,0.2,1.7,0.0,0.0
Michael Burton,DET,0.6,2.1,0.0,0.3,2.0,0.0,0.0
Dri Archer,PIT,0.4,2.0,0.0,0.2,1.5,0.0,0.0
Jorvorskie Lane,TB,0.6,1.9,0.0,0.1,0.5,0.0,0.0
Donald Brown,SD,0.6,1.7,0.0,0.3,1.5,0.0,0.0
Zach Line,MIN,0.5,1.6,0.1,0.2,1.5,0.0,0.0
Jordan Todman,PIT,0.3,1.5,0.0,0.2,0.6,0.0,0.0
Bernard Pierce,JAC,0.3,1.4,0.0,0.1,0.4,0.0,0.0
Orleans Darkwa,NYG,0.3,1.2,0.0,0.1,0.9,0.0,0.0
Nikita Whitlock,NYG,0.2,1.0,0.0,0.1,0.9,0.0,0.0
Marcus Murphy,NO,0.2,0.8,0.0,0.1,0.7,0.0,0.0
Chase Reynolds,STL,0.2,0.7,0.0,0.1,0.7,0.0,0.0
Tyler Clutts,DAL,0.2,0.6,0.0,0.4,2.0,0.0,0.1
Isaiah Pead,STL,0.1,0.6,0.0,0.0,0.1,0.0,0.0
Seantavius Jones,NO,0.2,0.5,0.0,0.0,0.0,0.0,0.0
Kyle Juszczyk,BAL,0.2,0.5,0.0,1.5,11.8,0.1,0.1
Patrick DiMarco,ATL,0.1,0.3,0.0,0.6,4.6,0.0,0.0
Kenjon Barner,PHI,0.1,0.2,0.0,0.0,0.1,0.0,0.0
Bruce Miller,SF,0.1,0.2,0.0,0.7,7.8,0.0,0.0
Shaun Draughn,CLE,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Vick Ballard,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Forte,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovani Bernard,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Develin,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edwin Baker,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fitzgerald Toussaint,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Starks,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Hightower,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Anderson,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Kuhn,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Tukuafu,SEA,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Marcus Thigpen,BUF,0.0,0.0,0.0,0.6,1.0,0.0,0.0
Antone Smith,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Peerman,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
