displayName,team,passCmp,passAtt,passYds,passTD,passInt,rushYds,rushTD,fumblesLost
Matt Ryan,ATL,24.0,39.0,342.0,2.0,1.0,5.0,0.0,0.0
Peyton Manning,DEN,28.0,40.0,335.0,2.0,0.0,-2.0,0.0,0.0
Drew Brees,NO,30.0,41.0,311.0,2.0,0.0,0.0,0.0,0.0
Matthew Stafford,DET,24.0,36.0,289.0,1.0,1.0,5.0,0.0,0.0
Tom Brady,NE,23.0,38.0,282.0,1.0,0.0,1.0,0.0,0.0
Drew Stanton,ARI,24.0,39.0,280.0,1.0,0.0,10.0,0.0,0.0
Andrew Luck,IND,28.0,40.0,271.0,1.0,0.0,19.0,0.0,0.0
Kirk Cousins,WAS,24.0,40.0,270.0,1.0,1.0,7.0,0.0,0.0
Ben Roethlisberger,PIT,25.0,36.0,270.0,1.0,0.0,5.0,0.0,0.0
Aaron Rodgers,GB,22.0,30.0,269.0,2.0,0.0,16.0,0.0,0.0
Jay Cutler,CHI,25.0,38.0,264.0,2.0,1.0,14.0,0.0,0.0
Mike Glennon,TB,22.0,37.0,261.0,1.0,0.0,4.0,0.0,0.0
Blake Bortles,JAC,23.0,34.0,259.0,1.0,1.0,13.0,0.0,0.0
Austin Davis,STL,24.0,38.0,258.0,0.0,1.0,5.0,0.0,0.0
Joe Flacco,BAL,24.0,39.0,255.0,1.0,1.0,6.0,0.0,0.0
Alex Smith,KC,20.0,31.0,253.0,1.0,0.0,17.0,0.0,0.0
Philip Rivers,SD,25.0,35.0,253.0,2.0,0.0,3.0,0.0,0.0
Ryan Fitzpatrick,HOU,21.0,34.0,249.0,1.0,1.0,16.0,0.0,0.0
Eli Manning,NYG,24.0,35.0,249.0,1.0,1.0,1.0,0.0,0.0
Kyle Orton,BUF,22.0,39.0,247.0,0.0,1.0,5.0,0.0,0.0
Jake Locker,TEN,18.0,30.0,246.0,1.0,0.0,21.0,0.0,0.0
Tony Romo,DAL,23.0,32.0,241.0,1.0,0.0,4.0,0.0,0.0
Cam Newton,CAR,22.0,33.0,229.0,1.0,1.0,23.0,0.0,0.0
Nick Foles,PHI,22.0,34.0,227.0,1.0,0.0,15.0,0.0,0.0
Andy Dalton,CIN,20.0,31.0,220.0,1.0,1.0,10.0,0.0,0.0
Brian Hoyer,CLE,20.0,32.0,219.0,1.0,1.0,2.0,0.0,0.0
Christian Ponder,MIN,19.0,30.0,218.0,1.0,1.0,17.0,0.0,0.0
Geno Smith,NYJ,20.0,33.0,215.0,1.0,1.0,22.0,0.0,0.0
Russell Wilson,SEA,18.0,26.0,199.0,2.0,0.0,29.0,0.0,0.0
Colin Kaepernick,SF,18.0,29.0,198.0,1.0,0.0,47.0,0.0,0.0
Charlie Whitehurst,TEN,19.0,33.0,88.0,0.0,0.0,9.0,0.0,0.0
David Garrard,NYJ,17.0,29.0,82.0,0.0,0.0,13.0,0.0,0.0
Matt Barkley,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Vick,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Campbell,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rex Grossman,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Hasselbeck,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Hill,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McCown,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
