displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Arian Foster,HOU,21.0,103.0,1.0,4.0,29.0,0.0,0.0
DeMarco Murray,DAL,24.0,102.0,1.0,4.0,23.0,0.0,0.0
Ronnie Hillman,DEN,19.0,95.0,1.0,3.0,15.0,0.0,0.0
Denard Robinson,JAC,17.0,92.0,0.0,2.0,13.0,0.0,0.0
Jerick McKinnon,MIN,18.0,83.0,1.0,2.0,9.0,0.0,0.0
LeSean McCoy,PHI,19.0,83.0,1.0,4.0,26.0,0.0,0.0
Marshawn Lynch,SEA,17.0,82.0,1.0,3.0,19.0,0.0,0.0
Jamaal Charles,KC,17.0,81.0,1.0,4.0,30.0,0.0,0.0
Mark Ingram,NO,17.0,80.0,1.0,1.0,3.0,0.0,0.0
Andre Ellington,ARI,20.0,76.0,1.0,4.0,26.0,0.0,0.0
Justin Forsett,BAL,17.0,76.0,0.0,3.0,28.0,0.0,0.0
LeVeon Bell,PIT,18.0,76.0,1.0,4.0,33.0,0.0,0.0
Jeremy Hill,CIN,18.0,72.0,1.0,4.0,19.0,0.0,0.0
Lamar Miller,MIA,16.0,67.0,1.0,3.0,19.0,0.0,0.0
Alfred Morris,WAS,17.0,67.0,1.0,1.0,3.0,0.0,0.0
Andre Williams,NYG,16.0,66.0,0.0,1.0,8.0,0.0,0.0
Frank Gore,SF,15.0,65.0,1.0,1.0,5.0,0.0,0.0
Bobby Rainey,TB,16.0,62.0,0.0,4.0,32.0,0.0,0.0
Jonathan Stewart,CAR,13.0,58.0,0.0,3.0,16.0,0.0,0.0
Branden Oliver,SD,15.0,57.0,0.0,4.0,22.0,0.0,0.0
Trent Richardson,IND,15.0,54.0,0.0,2.0,18.0,0.0,0.0
Chris Ivory,NYJ,14.0,52.0,1.0,2.0,7.0,0.0,0.0
Ben Tate,MIN,17.0,52.0,1.0,1.0,6.0,0.0,0.0
Jonas Gray,NE,13.0,51.0,1.0,1.0,2.0,0.0,0.0
Darren McFadden,OAK,12.0,51.0,0.0,3.0,23.0,0.0,0.0
Ahmad Bradshaw,IND,10.0,48.0,1.0,4.0,33.0,0.0,0.0
Christine Michael,SEA,9.0,48.0,0.0,1.0,7.0,0.0,0.0
Knile Davis,KC,11.0,45.0,0.0,2.0,9.0,0.0,0.0
DeAngelo Williams,CAR,10.0,40.0,0.0,2.0,13.0,0.0,0.0
Tre Mason,STL,8.0,34.0,0.0,1.0,8.0,0.0,0.0
Carlos Hyde,SF,10.0,33.0,1.0,1.0,6.0,0.0,0.0
Lorenzo Taliaferro,BAL,7.0,29.0,1.0,2.0,13.0,0.0,0.0
Shane Vereen,NE,8.0,28.0,0.0,6.0,56.0,0.0,0.0
Alfred Blue,HOU,6.0,26.0,0.0,2.0,12.0,0.0,0.0
Zac Stacy,STL,5.0,24.0,0.0,1.0,7.0,0.0,0.0
Darren Sproles,PHI,3.0,24.0,0.0,4.0,35.0,0.0,0.0
Isaiah Crowell,CLE,5.0,24.0,0.0,1.0,3.0,0.0,0.0
Terrance West,CLE,6.0,22.0,0.0,1.0,10.0,0.0,0.0
Daniel Thomas,MIA,5.0,21.0,0.0,1.0,6.0,0.0,0.0
Chris Johnson,NYJ,5.0,21.0,0.0,2.0,10.0,0.0,0.0
LeGarrette Blount,NE,5.0,20.0,0.0,2.0,6.0,0.0,0.0
Benjamin Cunningham,STL,4.0,19.0,0.0,4.0,32.0,0.0,0.0
Donald Brown,SD,4.0,18.0,0.0,1.0,7.0,0.0,0.0
Toby Gerhart,JAC,4.0,18.0,0.0,1.0,6.0,0.0,0.0
Cedric Peerman,CIN,5.0,17.0,0.0,2.0,12.0,0.0,0.0
Juwan Thompson,DEN,5.0,17.0,1.0,0.0,0.0,0.0,0.0
Peyton Hillis,NYG,4.0,16.0,0.0,2.0,15.0,0.0,0.0
Matt Asiata,MIN,4.0,16.0,0.0,3.0,23.0,0.0,0.0
Mike James,TB,4.0,16.0,0.0,1.0,8.0,0.0,0.0
Maurice Jones-Drew,OAK,4.0,14.0,0.0,2.0,11.0,0.0,0.0
DeAnthony Thomas,KC,2.0,13.0,0.0,1.0,10.0,0.0,0.0
Roy Helu,WAS,3.0,13.0,0.0,3.0,25.0,0.0,0.0
Joseph Randle,DAL,2.0,11.0,0.0,1.0,5.0,0.0,0.0
Robert Turbin,SEA,2.0,11.0,0.0,2.0,16.0,0.0,0.0
Chris Polk,PHI,2.0,10.0,0.0,0.0,0.0,0.0,0.0
Bilal Powell,NYJ,2.0,9.0,0.0,2.0,7.0,0.0,0.0
Travaris Cadet,NO,2.0,9.0,0.0,4.0,39.0,0.0,0.0
Marion Grice,SD,3.0,8.0,0.0,1.0,6.0,0.0,0.0
Dan Herron,IND,1.0,6.0,0.0,0.0,0.0,0.0,0.0
