displayName,team,passCmp,passAtt,passYds,passTD,passInt,rushYds,rushTD,fumblesLost
Peyton Manning,DEN,25.0,39.0,347.0,2.0,0.0,-1.0,0.0,0.0
Matt Ryan,ATL,26.0,41.0,314.0,1.0,1.0,5.0,0.0,0.0
Andrew Luck,IND,28.0,43.0,306.0,2.0,1.0,24.0,0.0,0.0
Drew Brees,NO,29.0,43.0,302.0,1.0,1.0,0.0,0.0,0.0
Austin Davis,STL,24.0,40.0,282.0,1.0,1.0,5.0,0.0,0.0
Aaron Rodgers,GB,23.0,33.0,281.0,2.0,0.0,19.0,0.0,0.0
Ben Roethlisberger,PIT,24.0,38.0,280.0,1.0,0.0,8.0,0.0,0.0
Derek Carr,OAK,22.0,38.0,274.0,1.0,1.0,9.0,0.0,0.0
Matthew Stafford,DET,22.0,34.0,266.0,1.0,0.0,7.0,0.0,0.0
Blake Bortles,JAC,25.0,40.0,264.0,1.0,1.0,14.0,0.0,0.0
Tom Brady,NE,24.0,34.0,261.0,2.0,0.0,1.0,0.0,0.0
Tony Romo,DAL,24.0,36.0,259.0,1.0,1.0,3.0,0.0,0.0
Jay Cutler,CHI,25.0,37.0,258.0,2.0,1.0,17.0,0.0,0.0
Ryan Tannehill,MIA,22.0,35.0,254.0,1.0,1.0,13.0,0.0,0.0
Kirk Cousins,WAS,23.0,37.0,253.0,1.0,1.0,9.0,0.0,0.0
Eli Manning,NYG,22.0,36.0,244.0,1.0,1.0,2.0,0.0,0.0
Philip Rivers,SD,22.0,33.0,240.0,2.0,0.0,7.0,0.0,0.0
Charlie Whitehurst,TEN,21.0,32.0,240.0,1.0,0.0,5.0,0.0,0.0
Alex Smith,KC,21.0,32.0,239.0,1.0,0.0,16.0,0.0,0.0
Kyle Orton,BUF,23.0,35.0,239.0,1.0,0.0,4.0,0.0,0.0
Carson Palmer,ARI,22.0,36.0,238.0,1.0,1.0,2.0,0.0,0.0
Colin Kaepernick,SF,22.0,34.0,234.0,1.0,0.0,37.0,0.0,0.0
Joe Flacco,BAL,23.0,33.0,231.0,1.0,0.0,6.0,0.0,0.0
Andy Dalton,CIN,23.0,34.0,226.0,1.0,1.0,9.0,0.0,0.0
Teddy Bridgewater,MIN,22.0,36.0,224.0,0.0,1.0,15.0,0.0,0.0
Brian Hoyer,CLE,19.0,29.0,222.0,1.0,0.0,2.0,0.0,0.0
Cam Newton,CAR,23.0,34.0,220.0,1.0,1.0,39.0,0.0,0.0
Ryan Fitzpatrick,HOU,19.0,30.0,220.0,1.0,1.0,12.0,0.0,0.0
Geno Smith,NYJ,19.0,34.0,219.0,1.0,1.0,20.0,0.0,0.0
Russell Wilson,SEA,17.0,25.0,210.0,1.0,0.0,33.0,0.0,0.0
David Garrard,NYJ,22.0,35.0,101.0,0.0,0.0,3.0,0.0,0.0
Michael Vick,NYJ,2.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0
Derek Anderson,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Hill,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Campbell,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Hasselbeck,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rex Grossman,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Stanton,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
