"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"BRYCEPETTY","Bryce Petty","QB","NYJ",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"CHASEDANIEL","Chase Daniel","QB","KC",1,1,0.2,0.1,1.1,0,0,65.6,6.3,0.1,0.6,3.9,0,NA,NA,NA,NA,NA,0,0
"TJYATES","T.J. Yates","QB","HOU",1,1,0.1,0.1,0.6,0,0,57.1,6.3,0,0,1.8,0,NA,NA,NA,NA,NA,0,0
"DEREKANDERSON","Derek Anderson","QB","CAR",1,1,0.2,0.1,1.6,0,0,59.9,6.9,0.1,0.2,2.2,0,NA,NA,NA,NA,NA,0,0
"GENOSMITH","Geno Smith","QB","NYJ",1,1,0.6,0.4,4.7,0,0,67.5,8,0.2,0.8,4.6,0,NA,NA,NA,NA,NA,0,0
"JOEFLACCO","Joe Flacco","QB","BAL",1,1,37.5,22.8,266,2,0.8,60.8,7.1,1.7,4.5,2.7,0.3,NA,NA,NA,NA,NA,0.1,0
"AUSTINDAVIS","Austin Davis","QB","CLE",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"ANDYDALTON","Andy Dalton","QB","CIN",1,1,31.7,21.5,260,1.5,0.8,67.8,8.2,4.1,11.3,2.8,0.2,NA,NA,NA,NA,NA,0.2,0
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",1,1,36.3,23.3,260,1.5,1.2,64.2,7.2,2.4,12.8,5.3,0,NA,NA,NA,NA,NA,0.2,0
"LANDRYJONES","Landry Jones","QB","PIT",1,1,0.2,0.1,1.5,0,0,69.5,8.8,0,0,0.4,0,NA,NA,NA,NA,NA,0,0
"ALEXSMITH","Alex Smith","QB","KC",1,1,32,21.6,247,1.8,0.6,67.5,7.7,4.3,18.4,4.2,0,NA,NA,NA,NA,NA,0.2,0
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",1,1,0.1,0,0.5,0,0,75,9.3,0,0,1.2,0,NA,NA,NA,NA,NA,0,0
"JOSHMCCOWN","Josh McCown","QB","CLE",1,1,33.2,19.2,260,1.2,1.1,57.8,7.8,2,10.4,5.1,0.1,NA,NA,NA,NA,NA,0.3,0
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",1,1,40.4,23.4,292,1.5,1.1,57.9,7.2,2.2,8.1,3.6,0.1,NA,NA,NA,NA,NA,0.2,0
"TREVORSIEMIAN","Trevor Siemian","QB","DEN",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"DREWBREES","Drew Brees","QB","NO",1,1,40.3,28.5,322,1.6,1.1,70.7,8,1.6,2.1,1.3,0.1,NA,NA,NA,NA,NA,0.3,0
"RYANNASSIB","Ryan Nassib","QB","NYG",1,1,0,0,0.4,0,0,68.3,9.6,0,0,2.5,0,NA,NA,NA,NA,NA,0,0
"PHILIPRIVERS","Philip Rivers","QB","SD",1,1,37.1,25.4,312,1.6,1.3,68.5,8.4,1.3,2.7,2.1,0,NA,NA,NA,NA,NA,0.2,0
"SEANRENFREE","Sean Renfree","QB","ATL",1,1,0,0,0.3,0,0,70.6,8.1,0,0,0.4,0,NA,NA,NA,NA,NA,0,0
"JAMEISWINSTON","Jameis Winston","QB","TB",1,1,32.4,20.2,265,1.3,1,62.3,8.2,2.8,9.1,3.3,0.1,NA,NA,NA,NA,NA,0.3,0
"DANORLOVSKY","Dan Orlovsky","QB","DET",1,1,0.1,0.1,0.6,0,0,55.3,6.8,0,0,4.5,0,NA,NA,NA,NA,NA,0,0
"PEYTONMANNING","Peyton Manning","QB","DEN",1,1,36.7,21.9,257,1.7,1.5,59.7,7,1.2,2.4,1.9,0,NA,NA,NA,NA,NA,0.1,0
"MIKEGLENNON","Mike Glennon","QB","TB",1,1,0.6,0.4,5.4,0,0,63.6,8.3,0.1,0.3,2.7,0,NA,NA,NA,NA,NA,0,0
"MATTBARKLEY","Matt Barkley","QB","ARI",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"BRANDONWEEDEN","Brandon Weeden","QB","DAL",1,1,0.4,0.3,2.7,0,0,61.6,6.3,0.1,0.5,3.2,0,NA,NA,NA,NA,NA,0,0
"ELIMANNING","Eli Manning","QB","NYG",1,1,36.8,23.5,284,1.8,0.8,63.9,7.7,1.3,5.7,4.3,0,NA,NA,NA,NA,NA,0.3,0
"JIMMYGAROPPOLO","Jimmy Garoppolo","QB","NE",1,1,0,0,0.2,0,0,60.5,5.8,0.1,0,-0.1,0,NA,NA,NA,NA,NA,0,0
"SEANMANNION","Sean Mannion","QB","STL",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"DAVIDFALES","David Fales","QB","CHI",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"TOMBRADY","Tom Brady","QB","NE",1,1,40.2,25.6,292,2.3,0.7,63.7,7.3,2.6,2.8,1.1,0.2,NA,NA,NA,NA,NA,0.1,0
"JAYCUTLER","Jay Cutler","QB","CHI",1,1,35,22.8,234,1.6,1.1,65.1,6.7,2.5,15.2,6.2,0,NA,NA,NA,NA,NA,0.2,0
"CAMNEWTON","Cam Newton","QB","CAR",1,1,31.6,18,231,1.7,1.2,57,7.3,7.9,39.8,5,0.5,NA,NA,NA,NA,NA,0.2,0
"MATTSCHAUB","Matt Schaub","QB","BAL",1,1,0.5,0.3,3.8,0,0,61.1,7.4,0,0.1,5.7,0,NA,NA,NA,NA,NA,0,0
"CHARLIEWHITEHURST","Charlie Whitehurst","QB","TEN",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"DREWSTANTON","Drew Stanton","QB","ARI",1,1,0.3,0.2,2,0,0,52.6,6.1,0.1,0.1,0.8,0,NA,NA,NA,NA,NA,0,0
"JOEWEBB","Joe Webb","QB","CAR",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
