"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"BRYCEPETTY","Bryce Petty","QB","NYJ",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"CHASEDANIEL","Chase Daniel","QB","KC",1,1,0.2,0.1,1,0,0,61.4,5.9,0.1,0.6,4.2,0,NA,NA,NA,NA,NA,0,0
"DEREKANDERSON","Derek Anderson","QB","CAR",1,1,0.2,0.1,1.6,0,0,58.4,6.6,0.1,0.1,1.9,0,NA,NA,NA,NA,NA,0,0
"GENOSMITH","Geno Smith","QB","NYJ",1,1,0.6,0.4,4.6,0,0,61.5,7.7,0.2,1,5.4,0,NA,NA,NA,NA,NA,0,0
"JOEFLACCO","Joe Flacco","QB","BAL",1,1,36,22.3,243,1.4,1.3,61.9,6.8,1.7,4,2.4,0.2,NA,NA,NA,NA,NA,0.2,0
"AUSTINDAVIS","Austin Davis","QB","CLE",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",1,1,38.5,22.6,249,1.9,1.1,58.7,6.5,2.6,14.7,5.7,0.1,NA,NA,NA,NA,NA,0.2,0
"LANDRYJONES","Landry Jones","QB","PIT",1,1,15.9,10.2,127,0.7,0.3,64.2,8,1.2,6,5,0,NA,NA,NA,NA,NA,0.1,0
"ALEXSMITH","Alex Smith","QB","KC",1,1,31.1,19.8,225,1.4,0.8,63.7,7.2,4.5,21,4.6,0,NA,NA,NA,NA,NA,0.2,0
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",1,1,0.6,0.4,4.6,0,0,66.7,7.4,0.2,0.9,4.5,0,NA,NA,NA,NA,NA,0,0
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",1,1,0.1,0,0.5,0,0,69.8,8.9,0,0,1.1,0,NA,NA,NA,NA,NA,0,0
"JOSHMCCOWN","Josh McCown","QB","CLE",1,1,34.1,23.5,297,1.1,0.7,68.9,8.7,1.9,10.8,5.6,0.1,NA,NA,NA,NA,NA,0.4,0
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",1,1,41,26.6,290,1.8,1,64.9,7.1,2.4,8.1,3.4,0.1,NA,NA,NA,NA,NA,0.2,0
"THADLEWIS","Thad Lewis","QB","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"DREWBREES","Drew Brees","QB","NO",1,1,39.5,26.7,307,1.3,1.1,67.6,7.8,1.5,2.9,2,0.1,NA,NA,NA,NA,NA,0.3,0
"RYANNASSIB","Ryan Nassib","QB","NYG",1,1,0,0,0.4,0,0,69.6,9,0,0,1.9,0,NA,NA,NA,NA,NA,0,0
"PHILIPRIVERS","Philip Rivers","QB","SD",1,1,35.5,24.8,292,2.1,1,69.9,8.2,1.3,2.7,2.1,0,NA,NA,NA,NA,NA,0.2,0
"SEANRENFREE","Sean Renfree","QB","ATL",1,1,0,0,0.3,0,0,67.6,7.6,0,0,0.4,0,NA,NA,NA,NA,NA,0,0
"JAMEISWINSTON","Jameis Winston","QB","TB",1,1,31.9,19.1,258,1.4,1.1,59.9,8.1,3.9,16.2,4.2,0.1,NA,NA,NA,NA,NA,0.4,0
"DANORLOVSKY","Dan Orlovsky","QB","DET",1,1,0.1,0.1,0.6,0,0,61.5,6.6,0,0,4.2,0,NA,NA,NA,NA,NA,0,0
"MIKEGLENNON","Mike Glennon","QB","TB",1,1,0.6,0.4,5.3,0,0,61.1,8.2,0.1,0.3,2.7,0,NA,NA,NA,NA,NA,0,0
"MATTBARKLEY","Matt Barkley","QB","ARI",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"BRANDONWEEDEN","Brandon Weeden","QB","DAL",1,1,0.4,0.3,3.2,0,0,65.3,7.5,0.1,0.4,4,0,NA,NA,NA,NA,NA,0,0
"ELIMANNING","Eli Manning","QB","NYG",1,1,41.9,26.7,301,2.2,1,63.7,7.2,1.2,5.5,4.6,0,NA,NA,NA,NA,NA,0.3,0
"JIMMYGAROPPOLO","Jimmy Garoppolo","QB","NE",1,1,0,0,0.2,0,0,60,5.9,0.1,0,-0.1,0,NA,NA,NA,NA,NA,0,0
"SEANMANNION","Sean Mannion","QB","STL",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"TOMBRADY","Tom Brady","QB","NE",1,1,37.4,23.2,277,2.1,0.6,62,7.4,2.4,2,0.8,0.1,NA,NA,NA,NA,NA,0.2,0
"CAMNEWTON","Cam Newton","QB","CAR",1,1,32.3,18,227,1.5,1,55.7,7,8.2,36.8,4.5,0.4,NA,NA,NA,NA,NA,0.3,0
"MATTSCHAUB","Matt Schaub","QB","BAL",1,1,0.5,0.3,3.5,0,0,61.8,6.9,0,0.1,5,0,NA,NA,NA,NA,NA,0,0
"CHARLIEWHITEHURST","Charlie Whitehurst","QB","TEN",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"DREWSTANTON","Drew Stanton","QB","ARI",1,1,0.4,0.2,2.5,0,0,55.4,7.2,0.1,0.1,0.6,0,NA,NA,NA,NA,NA,0,0
"CHADHENNE","Chad Henne","QB","JAC",1,1,0.7,0.4,4,0,0,57.5,6.1,0.1,0.3,3.9,0,NA,NA,NA,NA,NA,0,0
"JOEWEBB","Joe Webb","QB","CAR",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"MATTHASSELBECK","Matt Hasselbeck","QB","IND",1,1,0.5,0.3,3.8,0,0,58.6,7.2,0.1,0,-0.3,0,NA,NA,NA,NA,NA,0,0
