"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"BRYCEPETTY","Bryce Petty","QB","NYJ",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"CHASEDANIEL","Chase Daniel","QB","KC",1,1,0.1,0.1,0.8,0,0,64.5,6.1,0.1,0.3,3.2,0,NA,NA,NA,NA,NA,0,0
"TJYATES","T.J. Yates","QB","HOU",1,1,33.9,18.9,225,1.3,1.1,55.8,6.6,1.7,6.1,3.5,0,NA,NA,NA,NA,NA,0.2,0
"DEREKANDERSON","Derek Anderson","QB","CAR",1,1,0.1,0.1,0.9,0,0,63.6,6.3,0.1,0.1,0.7,0,NA,NA,NA,NA,NA,0,0
"GENOSMITH","Geno Smith","QB","NYJ",1,1,0.7,0.4,4.9,0,0,62.4,6.9,0.2,1.1,5.7,0,NA,NA,NA,NA,NA,0,0
"AUSTINDAVIS","Austin Davis","QB","CLE",1,1,0.6,0.4,3.8,0,0,62,6.7,0.1,0.2,2.2,0,NA,NA,NA,NA,NA,0,0
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",1,1,36.6,24.1,262,1.4,0.8,65.8,7.2,2.3,11.4,5,0,NA,NA,NA,NA,NA,0.2,0
"LANDRYJONES","Landry Jones","QB","PIT",1,1,0.1,0.1,1.1,0,0,57.4,7.7,0,0,-0.7,0,NA,NA,NA,NA,NA,0,0
"ALEXSMITH","Alex Smith","QB","KC",1,1,31.4,20.2,230,1.5,0.4,64.3,7.3,4.8,25.3,5.3,0.1,NA,NA,NA,NA,NA,0.2,0
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",1,1,0.6,0.4,4.1,0,0,61.4,6.7,0.2,1,4.7,0,NA,NA,NA,NA,NA,0,0
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",1,1,0,0,0.3,0,0,56.2,7.8,0.1,-0.1,-0.8,0,NA,NA,NA,NA,NA,0,0
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",1,1,39.9,25.8,301,1.8,0.8,64.7,7.5,2.2,10.8,4.9,0.1,NA,NA,NA,NA,NA,0.3,0
"THADLEWIS","Thad Lewis","QB","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"TREVORSIEMIAN","Trevor Siemian","QB","DEN",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"TYRODTAYLOR","Tyrod Taylor","QB","BUF",1,1,30.7,19.9,249,1.5,0.5,64.8,8.1,6.1,33,5.4,0.2,NA,NA,NA,NA,NA,0.2,0
"DREWBREES","Drew Brees","QB","NO",1,1,39.8,28.8,309,1.8,0.9,72.4,7.8,1.6,1.8,1.2,0.1,NA,NA,NA,NA,NA,0.2,0
"RYANNASSIB","Ryan Nassib","QB","NYG",1,1,0,0,0.3,0,0,66.7,8.3,0,0,1.9,0,NA,NA,NA,NA,NA,0,0
"PHILIPRIVERS","Philip Rivers","QB","SD",1,1,37.8,25.6,297,1.7,1.1,67.7,7.9,1.4,3.1,2.1,0,NA,NA,NA,NA,NA,0.1,0
"SEANRENFREE","Sean Renfree","QB","ATL",1,1,0.1,0,0.2,0,0,58.8,4.9,0,0,-0.8,0,NA,NA,NA,NA,NA,0,0
"JAMEISWINSTON","Jameis Winston","QB","TB",1,1,33.1,21.5,250,1.2,0.8,65,7.6,3.2,12.4,3.8,0.3,NA,NA,NA,NA,NA,0.2,0
"DANORLOVSKY","Dan Orlovsky","QB","DET",1,1,0.1,0.1,0.7,0,0,61.3,6.9,0,0,4.5,0,NA,NA,NA,NA,NA,0,0
"MIKEGLENNON","Mike Glennon","QB","TB",1,1,0.6,0.4,4.9,0,0,65.7,7.7,0.1,0.3,2.8,0,NA,NA,NA,NA,NA,0,0
"MATTBARKLEY","Matt Barkley","QB","ARI",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"BRANDONWEEDEN","Brandon Weeden","QB","HOU",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"ELIMANNING","Eli Manning","QB","NYG",1,1,38.1,23.5,253,1.9,1,61.7,6.6,1.3,3.5,2.8,0,NA,NA,NA,NA,NA,0.3,0
"JIMMYGAROPPOLO","Jimmy Garoppolo","QB","NE",1,1,0,0,0.2,0,0,61.3,6.1,0.1,0,-0.3,0,NA,NA,NA,NA,NA,0,0
"SEANMANNION","Sean Mannion","QB","STL",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"MATTFLYNN","Matt Flynn","QB","NO",1,1,0.4,0.3,2.4,0,0,67.5,6.3,0.1,0.2,2,0,NA,NA,NA,NA,NA,0,0
"DAVIDFALES","David Fales","QB","CHI",1,1,0,0,0.2,0,0,66.7,6.9,0,0,4.2,0,NA,NA,NA,NA,NA,0,0
"TOMBRADY","Tom Brady","QB","NE",1,1,39.4,25,301,2.5,0.6,63.5,7.6,2.4,3.2,1.3,0.2,NA,NA,NA,NA,NA,0.1,0
"JAYCUTLER","Jay Cutler","QB","CHI",1,1,33.9,22,232,1.2,0.7,64.9,6.8,2.6,13.8,5.3,0.1,NA,NA,NA,NA,NA,0.2,0
"CAMNEWTON","Cam Newton","QB","CAR",1,1,31.2,19.2,238,1.6,0.9,61.5,7.6,8.2,41.1,5,0.4,NA,NA,NA,NA,NA,0.2,0
"MATTSCHAUB","Matt Schaub","QB","BAL",1,1,29.7,16.2,177,0.8,1.4,54.5,6,1.1,2.9,2.8,0,NA,NA,NA,NA,NA,0.1,0
"CHARLIEWHITEHURST","Charlie Whitehurst","QB","IND",1,1,9,5.1,60,0.3,0.4,56.7,6.7,0.4,1.3,3.2,0,NA,NA,NA,NA,NA,0,0
"DREWSTANTON","Drew Stanton","QB","ARI",1,1,0.2,0.1,1.6,0,0,54,6.5,0.2,0.1,0.3,0,NA,NA,NA,NA,NA,0,0
"CHADHENNE","Chad Henne","QB","JAC",1,1,0.7,0.4,4.6,0,0,60.6,7,0.1,0.5,4,0,NA,NA,NA,NA,NA,0,0
"CHRISTIANPONDER","Christian Ponder","QB","DEN",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"JOEWEBB","Joe Webb","QB","CAR",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"MATTHASSELBECK","Matt Hasselbeck","QB","IND",1,1,28.6,16.3,190,1.1,1,57,6.6,1.7,2.6,1.5,0,NA,NA,NA,NA,NA,0.2,0
"SCOTTTOLZIEN","Scott Tolzien","QB","GB",1,1,0.1,0.1,1,0,0,64.7,8.2,0,0.1,2.6,0,NA,NA,NA,NA,NA,0,0
"AARONRODGERS","Aaron Rodgers","QB","GB",1,1,33.9,22.4,241,1.9,0.5,66.1,7.1,3.6,20.9,5.9,0.1,NA,NA,NA,NA,NA,0.1,0
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",1,1,35.3,21.8,249,1.7,1,61.8,7.1,1.5,3.8,2.5,0,NA,NA,NA,NA,NA,0.2,0
"RUSSELLWILSON","Russell Wilson","QB","SEA",1,1,27.7,17.3,236,2,1.1,62.5,8.5,6.4,39.9,6.2,0.2,NA,NA,NA,NA,NA,0.2,0
"KELLENCLEMENS","Kellen Clemens","QB","SD",1,1,0.4,0.3,3.4,0,0,67.7,7.9,0.1,0.1,2.5,0,NA,NA,NA,NA,NA,0,0
"NICKFOLES","Nick Foles","QB","STL",1,1,0.6,0.4,3.9,0,0,62.3,6.4,0.1,0.2,2.1,0,NA,NA,NA,NA,NA,0,0
"STEPHENMORRIS","Stephen Morris","QB","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"MIKEVICK","Mike Vick","QB","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"JIMMYCLAUSEN","Jimmy Clausen","QB","BAL",1,1,3.6,1.9,21.2,0.1,0.2,54,5.9,0.2,0.4,2.2,0,NA,NA,NA,NA,NA,0,0
"BRETTHUNDLEY","Brett Hundley","QB","GB",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"LOGANTHOMAS","Logan Thomas","QB","MIA",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"SAMBRADFORD","Sam Bradford","QB","PHI",1,1,35,20.2,233,1.4,1.2,57.7,6.7,1.9,3.2,1.7,0,NA,NA,NA,NA,NA,0.2,0
"GARRETTGRAYSON","Garrett Grayson","QB","NO",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",1,1,34.9,20.8,222,0.9,0.9,59.6,6.4,3.2,12,3.8,0,NA,NA,NA,NA,NA,0.3,0
"JOSHJOHNSON","Josh Johnson","QB","BUF",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"EJMANUEL","EJ Manuel","QB","BUF",1,1,0.6,0.4,4.4,0,0,63.5,7.6,0.2,0.8,4,0,NA,NA,NA,NA,NA,0,0
"MATTRYAN","Matt Ryan","QB","ATL",1,1,39.5,27.1,287,1.3,1,68.6,7.3,1.5,4.3,2.9,0,NA,NA,NA,NA,NA,0.3,0
"TAYLORHEINICKE","Taylor Heinicke","QB","MIN",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"RYANMALLETT","Ryan Mallett","QB","BAL",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",1,1,30,19.1,211,1.4,0.9,63.7,7,2.8,14,4.9,0.2,NA,NA,NA,NA,NA,0.2,0
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","NYJ",1,1,36.3,22.2,248,1.6,0.9,61.2,6.8,4.3,20.8,4.9,0.2,NA,NA,NA,NA,NA,0.1,0
"CARSONPALMER","Carson Palmer","QB","ARI",1,1,34.6,21.5,280,1.6,0.9,62.1,8.1,1.8,2.2,1.2,0.1,NA,NA,NA,NA,NA,0.2,0
"CASEKEENUM","Case Keenum","QB","STL",1,1,29,18.1,185,1.1,0.8,62.4,6.4,1.9,4.7,2.4,0,NA,NA,NA,NA,NA,0.3,0
"SHAUNHILL","Shaun Hill","QB","MIN",1,1,0.4,0.2,2.5,0,0,61.1,6.5,0,0,0.4,0,NA,NA,NA,NA,NA,0,0
"COLTMCCOY","Colt McCoy","QB","WAS",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"AJMCCARRON","AJ McCarron","QB","CIN",1,1,30.6,20.3,237,1.4,1,66.3,7.7,2,7.5,3.8,0.1,NA,NA,NA,NA,NA,0.1,0
"ZACHMETTENBERGER","Zach Mettenberger","QB","TEN",1,1,0.4,0.2,2.4,0,0,57.7,6.2,0.1,0,0.2,0,NA,NA,NA,NA,NA,0,0
"MATTMCGLOIN","Matt McGloin","QB","OAK",1,1,0.6,0.3,3.7,0,0,59,6.5,0,0.1,2.5,0,NA,NA,NA,NA,NA,0,0
"DEREKCARR","Derek Carr","QB","OAK",1,1,36.6,20.8,238,1.7,1.1,56.8,6.5,1.7,5.1,2.9,0,NA,NA,NA,NA,NA,0.2,0
"KELLENMOORE","Kellen Moore","QB","DAL",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"KIRKCOUSINS","Kirk Cousins","QB","WAS",1,1,33.6,20.6,222,1.2,1.7,61.3,6.6,1.3,3.4,2.6,0.3,NA,NA,NA,NA,NA,0.3,0
"MARKSANCHEZ","Mark Sanchez","QB","PHI",1,1,0.6,0.4,4,0,0,56.3,6.4,0.1,0.4,3.5,0,NA,NA,NA,NA,NA,0,0
"BROCKOSWEILER","Brock Osweiler","QB","DEN",1,1,37.4,24.7,279,1.3,1.3,66,7.5,2.2,5.2,2.4,0,NA,NA,NA,NA,NA,0.1,0
"RYANGRIFFIN","Ryan Griffin","QB","TB",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"BLAINEGABBERT","Blaine Gabbert","QB","SF",1,1,29.7,17.9,198,0.9,0.9,60.3,6.7,5,36.6,7.3,0.3,NA,NA,NA,NA,NA,0.1,0
"MATTMOORE","Matt Moore","QB","MIA",1,1,0,0,0.3,0,0,57.8,6.7,0,0,-0.2,0,NA,NA,NA,NA,NA,0,0
"BLAKEBORTLES","Blake Bortles","QB","JAC",1,1,37.7,22.5,268,1.9,1.4,59.7,7.1,3.4,22.2,6.5,0.1,NA,NA,NA,NA,NA,0.2,0
"MATTCASSEL","Matt Cassel","QB","DAL",1,1,29.6,16.7,192,1,1.7,56.4,6.5,2.2,7.9,3.6,0,NA,NA,NA,NA,NA,0.2,0
