displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Arian Foster,HOU,23.0,109.0,1.0,3.0,18.0,0.0,0.0
Jeremy Hill,CIN,17.0,104.0,1.0,2.0,13.0,0.0,0.0
LeVeon Bell,PIT,22.0,102.0,1.0,5.0,39.0,0.0,0.0
C.J. Anderson,DEN,21.0,92.0,1.0,3.0,24.0,0.0,0.0
Marshawn Lynch,SEA,20.0,91.0,1.0,3.0,17.0,0.0,0.0
Alfred Morris,WAS,18.0,87.0,1.0,1.0,3.0,0.0,0.0
Jonathan Stewart,CAR,19.0,86.0,1.0,2.0,9.0,0.0,0.0
Jamaal Charles,KC,17.0,83.0,1.0,3.0,21.0,0.0,0.0
LeSean McCoy,PHI,18.0,81.0,1.0,2.0,15.0,0.0,0.0
Eddie Lacy,GB,20.0,76.0,1.0,3.0,16.0,0.0,0.0
Latavius Murray,OAK,19.0,75.0,0.0,2.0,14.0,0.0,0.0
Andre Williams,NYG,20.0,74.0,0.0,1.0,5.0,0.0,0.0
Frank Gore,SF,20.0,73.0,0.0,2.0,12.0,0.0,0.0
Matt Forte,CHI,17.0,73.0,1.0,5.0,39.0,0.0,0.0
Lamar Miller,MIA,17.0,71.0,0.0,4.0,26.0,0.0,0.0
Kerwynn Williams,ARI,14.0,70.0,0.0,2.0,11.0,0.0,0.0
Doug Martin,TB,17.0,65.0,0.0,2.0,10.0,0.0,0.0
Dan Herron,IND,12.0,64.0,0.0,3.0,19.0,0.0,0.0
DeMarco Murray,DAL,17.0,64.0,1.0,0.0,2.0,0.0,0.0
Mark Ingram,NO,16.0,61.0,1.0,2.0,7.0,0.0,0.0
Matt Asiata,MIN,16.0,60.0,1.0,3.0,18.0,0.0,0.0
Justin Forsett,BAL,15.0,59.0,1.0,3.0,16.0,0.0,0.0
Joique Bell,DET,15.0,57.0,1.0,4.0,34.0,0.0,0.0
Branden Oliver,SD,14.0,55.0,0.0,3.0,21.0,0.0,0.0
Isaiah Crowell,CLE,15.0,53.0,0.0,2.0,8.0,0.0,0.0
Chris Ivory,NYJ,13.0,52.0,1.0,1.0,5.0,0.0,0.0
Tre Mason,STL,15.0,50.0,0.0,3.0,14.0,0.0,0.0
Steven Jackson,ATL,13.0,50.0,0.0,1.0,12.0,0.0,0.0
Joseph Randle,DAL,9.0,46.0,0.0,2.0,10.0,0.0,0.0
Bishop Sankey,TEN,11.0,44.0,0.0,1.0,5.0,0.0,0.0
Giovani Bernard,CIN,9.0,43.0,0.0,5.0,37.0,0.0,0.0
Jonas Gray,NE,10.0,42.0,0.0,1.0,1.0,0.0,0.0
Chris Johnson,NYJ,10.0,41.0,0.0,2.0,9.0,0.0,0.0
Stepfan Taylor,ARI,10.0,39.0,0.0,1.0,9.0,0.0,0.0
Fred Jackson,BUF,11.0,36.0,0.0,7.0,54.0,0.0,0.0
Alfred Blue,HOU,8.0,33.0,0.0,0.0,0.0,0.0,0.0
Reggie Bush,DET,7.0,31.0,0.0,5.0,39.0,0.0,0.0
Devonta Freeman,ATL,6.0,29.0,0.0,3.0,25.0,0.0,0.0
Storm Johnson,JAC,8.0,28.0,0.0,0.0,0.0,0.0,0.0
Jordan Todman,JAC,7.0,26.0,0.0,3.0,23.0,0.0,0.0
Robert Turbin,SEA,5.0,24.0,0.0,1.0,4.0,0.0,0.0
Shane Vereen,NE,6.0,23.0,0.0,3.0,24.0,0.0,0.0
Shonn Greene,TEN,7.0,23.0,0.0,0.0,2.0,0.0,0.0
Brandon Bolden,NE,5.0,22.0,0.0,0.0,0.0,0.0,0.0
Trent Richardson,IND,6.0,21.0,0.0,1.0,5.0,0.0,0.0
Juwan Thompson,DEN,3.0,21.0,0.0,0.0,0.0,0.0,0.0
Terrance West,CLE,5.0,21.0,0.0,1.0,4.0,0.0,0.0
Darren Sproles,PHI,4.0,20.0,0.0,3.0,28.0,0.0,0.0
Bernard Pierce,BAL,5.0,20.0,0.0,0.0,0.0,0.0,0.0
