displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
DeMarco Murray,DAL,23.0,114.0,1.0,4.0,21.0,0.0,0.0
Justin Forsett,BAL,20.0,97.0,1.0,3.0,19.0,0.0,0.0
Tre Mason,STL,21.0,94.0,0.0,2.0,11.0,0.0,0.0
Arian Foster,HOU,18.0,91.0,1.0,3.0,16.0,0.0,0.0
LeVeon Bell,PIT,20.0,90.0,1.0,4.0,31.0,0.0,0.0
LeSean McCoy,PHI,18.0,90.0,1.0,2.0,9.0,0.0,0.0
Jeremy Hill,CIN,19.0,87.0,1.0,2.0,8.0,0.0,0.0
Denard Robinson,JAC,17.0,84.0,0.0,3.0,18.0,0.0,0.0
C.J. Anderson,DEN,18.0,82.0,0.0,5.0,29.0,0.0,0.0
Jamaal Charles,KC,18.0,78.0,1.0,5.0,44.0,0.0,0.0
Rashad Jennings,NYG,18.0,77.0,0.0,4.0,29.0,0.0,0.0
Eddie Lacy,GB,17.0,75.0,1.0,4.0,34.0,0.0,0.0
Marshawn Lynch,SEA,18.0,74.0,1.0,3.0,21.0,0.0,0.0
Joique Bell,DET,17.0,72.0,0.0,3.0,22.0,0.0,0.0
Andre Ellington,ARI,17.0,71.0,1.0,5.0,31.0,0.0,0.0
Ryan Mathews,SD,15.0,69.0,0.0,2.0,8.0,0.0,0.0
Alfred Morris,WAS,17.0,69.0,1.0,2.0,13.0,0.0,0.0
Lamar Miller,MIA,16.0,68.0,0.0,3.0,15.0,0.0,0.0
Matt Forte,CHI,16.0,63.0,0.0,7.0,46.0,0.0,0.0
Trent Richardson,IND,15.0,61.0,0.0,2.0,13.0,0.0,0.0
Frank Gore,SF,16.0,60.0,0.0,1.0,7.0,0.0,0.0
Giovani Bernard,CIN,14.0,59.0,0.0,3.0,23.0,0.0,0.0
LeGarrette Blount,NE,14.0,58.0,1.0,0.0,0.0,0.0,0.0
Isaiah Crowell,CLE,15.0,56.0,1.0,1.0,4.0,0.0,0.0
Mark Ingram,NO,14.0,54.0,1.0,1.0,6.0,0.0,0.0
Chris Ivory,NYJ,13.0,53.0,0.0,2.0,6.0,0.0,0.0
Bishop Sankey,TEN,14.0,51.0,0.0,2.0,10.0,0.0,0.0
Terrance West,CLE,13.0,50.0,0.0,2.0,9.0,0.0,0.0
Steven Jackson,ATL,15.0,49.0,0.0,3.0,14.0,0.0,0.0
Dan Herron,IND,11.0,45.0,0.0,4.0,31.0,0.0,0.0
Anthony Dixon,BUF,13.0,44.0,0.0,1.0,7.0,0.0,0.0
Alfred Blue,HOU,10.0,44.0,0.0,1.0,2.0,0.0,0.0
Matt Asiata,MIN,10.0,43.0,0.0,3.0,19.0,0.0,0.0
Jonathan Stewart,CAR,10.0,41.0,0.0,2.0,14.0,0.0,0.0
Marcel Reece,OAK,10.0,41.0,0.0,3.0,19.0,0.0,0.0
Fred Jackson,BUF,11.0,41.0,1.0,4.0,23.0,0.0,0.0
DeAngelo Williams,CAR,10.0,35.0,0.0,2.0,10.0,0.0,0.0
Joe Banyard,MIN,8.0,33.0,0.0,2.0,13.0,0.0,0.0
Doug Martin,TB,9.0,32.0,0.0,1.0,6.0,0.0,0.0
Darren McFadden,OAK,9.0,31.0,0.0,2.0,11.0,0.0,0.0
Andre Williams,NYG,7.0,27.0,0.0,1.0,4.0,0.0,0.0
Shane Vereen,NE,6.0,26.0,0.0,6.0,52.0,0.0,0.0
Jonas Gray,NE,6.0,26.0,0.0,0.0,0.0,0.0,0.0
Carlos Hyde,SF,7.0,25.0,0.0,1.0,4.0,0.0,0.0
Chris Johnson,NYJ,6.0,24.0,0.0,2.0,16.0,0.0,0.0
Charles Sims,TB,6.0,24.0,0.0,2.0,10.0,0.0,0.0
Darren Sproles,PHI,4.0,21.0,0.0,3.0,29.0,0.0,0.0
Benjamin Cunningham,STL,4.0,20.0,0.0,3.0,20.0,0.0,0.0
Branden Oliver,SD,5.0,20.0,0.0,3.0,16.0,0.0,0.0
Juwan Thompson,DEN,4.0,20.0,0.0,0.0,0.0,0.0,0.0
Toby Gerhart,JAC,5.0,19.0,0.0,1.0,12.0,0.0,0.0
Shonn Greene,TEN,5.0,19.0,0.0,0.0,0.0,0.0,0.0
Pierre Thomas,NO,4.0,19.0,0.0,4.0,32.0,0.0,0.0
Bernard Pierce,BAL,5.0,18.0,0.0,1.0,4.0,0.0,0.0
Robert Turbin,SEA,4.0,16.0,0.0,1.0,6.0,0.0,0.0
Devonta Freeman,ATL,4.0,16.0,0.0,3.0,16.0,0.0,0.0
Knile Davis,KC,4.0,16.0,0.0,1.0,4.0,0.0,0.0
Christine Michael,SEA,2.0,15.0,0.0,0.0,0.0,0.0,0.0
Daniel Thomas,MIA,3.0,14.0,0.0,1.0,3.0,0.0,0.0
Joseph Randle,DAL,3.0,13.0,0.0,0.0,0.0,0.0,0.0
Mike Tolbert,CAR,3.0,13.0,0.0,2.0,8.0,0.0,0.0
Bryce Brown,BUF,3.0,12.0,0.0,3.0,25.0,0.0,0.0
Stepfan Taylor,ARI,4.0,12.0,0.0,0.0,1.0,0.0,0.0
Jonathan Grimes,HOU,3.0,11.0,0.0,2.0,13.0,0.0,0.0
Theo Riddick,DET,2.0,11.0,0.0,3.0,22.0,0.0,0.0
James Starks,GB,2.0,10.0,0.0,2.0,7.0,0.0,0.0
Damien Williams,MIA,2.0,9.0,0.0,2.0,18.0,0.0,0.0
Roy Helu,WAS,2.0,9.0,0.0,4.0,34.0,0.0,0.0
Jacquizz Rodgers,ATL,2.0,8.0,0.0,2.0,8.0,0.0,0.0
Bobby Rainey,TB,3.0,8.0,0.0,2.0,12.0,0.0,0.0
Maurice Jones-Drew,OAK,2.0,7.0,0.0,0.0,1.0,0.0,0.0
Lorenzo Taliaferro,BAL,1.0,7.0,0.0,0.0,1.0,0.0,0.0
DeAnthony Thomas,KC,1.0,6.0,0.0,3.0,19.0,0.0,0.0
Donald Brown,SD,1.0,6.0,0.0,1.0,6.0,0.0,0.0
KaDeem Carey,CHI,2.0,5.0,0.0,1.0,2.0,0.0,0.0
Lance Dunbar,DAL,1.0,5.0,0.0,3.0,25.0,0.0,0.0
Dri Archer,PIT,1.0,4.0,0.0,2.0,9.0,0.0,0.0
John Kuhn,GB,1.0,4.0,0.0,1.0,4.0,0.0,0.0
Chris Polk,PHI,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Jordan Todman,JAC,1.0,3.0,0.0,2.0,9.0,0.0,0.0
Travaris Cadet,NO,1.0,2.0,0.0,3.0,21.0,0.0,0.0
Ben Tate,MIN,6.0,2.0,0.0,0.0,1.0,0.0,0.0
Dexter McCluster,TEN,3.0,1.0,0.0,2.0,13.0,0.0,0.0
Zac Stacy,STL,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Henry Hynoski,NYG,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Brandon Bolden,NE,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Robert Hughes,ARI,1.0,1.0,0.0,1.0,8.0,0.0,0.0
Silas Redd,WAS,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Agnew,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion Grice,SD,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jed Collins,DET,0.0,0.0,0.0,1.0,5.0,0.0,0.0
Bruce Miller,SF,0.0,0.0,0.0,2.0,11.0,0.0,0.0
Jerome Felton,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Prosch,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senorise Perry,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike James,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Johnson,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Taufoou,JAC,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DuJuan Harris,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick DiMarco,ATL,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Darrel Young,WAS,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Tyler Clutts,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Develin,NE,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Anthony Sherman,KC,0.0,0.0,0.0,2.0,11.0,0.0,0.0
Jackie Battle,TEN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Frank Summers,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Washington,TEN,0.0,0.0,0.0,2.0,6.0,0.0,0.0
Rex Burkhead,CIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Fiammetta,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Juszczyk,BAL,0.0,0.0,0.0,2.0,17.0,0.0,0.0
Fozzy Whittaker,CAR,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Peerman,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamize Olawale,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Lorig,NO,0.0,0.0,0.0,1.0,3.0,0.0,0.0
Bilal Powell,NYJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
