displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Arian Foster,HOU,20.0,89.0,1.0,3.0,21.0,0.0,0.0
LeSean McCoy,PHI,19.0,87.0,1.0,3.0,32.0,0.0,0.0
Marshawn Lynch,SEA,20.0,87.0,1.0,2.0,13.0,0.0,0.0
DeMarco Murray,DAL,18.0,81.0,1.0,3.0,26.0,0.0,0.0
Alfred Morris,WAS,19.0,81.0,1.0,1.0,5.0,0.0,0.0
Montee Ball,DEN,19.0,80.0,1.0,3.0,19.0,0.0,0.0
Matt Forte,CHI,18.0,77.0,1.0,6.0,47.0,0.0,0.0
Jamaal Charles,KC,18.0,76.0,1.0,4.0,30.0,0.0,0.0
Frank Gore,SF,17.0,74.0,1.0,1.0,7.0,0.0,0.0
Terrance West,CLE,16.0,71.0,0.0,2.0,14.0,0.0,0.0
Knowshon Moreno,MIA,17.0,69.0,0.0,2.0,12.0,0.0,0.0
Giovani Bernard,CIN,17.0,68.0,0.0,5.0,43.0,0.0,0.0
C.J. Spiller,BUF,15.0,65.0,0.0,2.0,16.0,0.0,0.0
Chris Johnson,NYJ,16.0,63.0,0.0,3.0,24.0,0.0,0.0
Eddie Lacy,GB,16.0,62.0,1.0,3.0,19.0,0.0,0.0
Andre Ellington,ARI,15.0,61.0,0.0,4.0,30.0,0.0,0.0
LeVeon Bell,PIT,17.0,61.0,0.0,4.0,32.0,0.0,0.0
Darren McFadden,OAK,14.0,58.0,0.0,2.0,16.0,0.0,0.0
Toby Gerhart,JAC,15.0,57.0,1.0,2.0,14.0,0.0,0.0
Justin Forsett,BAL,14.0,57.0,0.0,2.0,19.0,0.0,0.0
Shonn Greene,TEN,14.0,56.0,1.0,1.0,2.0,0.0,0.0
Zac Stacy,STL,15.0,56.0,0.0,2.0,13.0,0.0,0.0
Ryan Mathews,SD,15.0,56.0,0.0,2.0,12.0,0.0,0.0
Jonathan Stewart,CAR,14.0,54.0,0.0,2.0,17.0,0.0,0.0
Matt Asiata,MIN,12.0,53.0,0.0,2.0,9.0,0.0,0.0
Bernard Pierce,BAL,13.0,52.0,0.0,1.0,8.0,0.0,0.0
Mark Ingram,NO,13.0,50.0,1.0,1.0,7.0,0.0,0.0
Rashad Jennings,NYG,13.0,48.0,0.0,4.0,27.0,0.0,0.0
Trent Richardson,IND,13.0,46.0,0.0,2.0,16.0,0.0,0.0
Jeremy Hill,CIN,11.0,46.0,0.0,1.0,6.0,0.0,0.0
Stevan Ridley,NE,11.0,46.0,0.0,1.0,6.0,0.0,0.0
Joique Bell,DET,12.0,45.0,0.0,3.0,20.0,0.0,0.0
Shane Vereen,NE,11.0,44.0,0.0,4.0,36.0,0.0,0.0
Chris Ivory,NYJ,9.0,42.0,0.0,0.0,1.0,0.0,0.0
Carlos Hyde,SF,9.0,42.0,1.0,0.0,2.0,0.0,0.0
Steven Jackson,ATL,12.0,42.0,0.0,2.0,10.0,0.0,0.0
Fred Jackson,BUF,10.0,41.0,0.0,3.0,26.0,0.0,0.0
Lamar Miller,MIA,10.0,40.0,0.0,3.0,17.0,0.0,0.0
Jerick McKinnon,MIN,8.0,39.0,0.0,2.0,12.0,0.0,0.0
Reggie Bush,DET,9.0,39.0,0.0,4.0,37.0,0.0,0.0
Darren Sproles,PHI,8.0,36.0,0.0,4.0,30.0,0.0,0.0
Ahmad Bradshaw,IND,8.0,32.0,0.0,2.0,17.0,0.0,0.0
Isaiah Crowell,CLE,7.0,31.0,0.0,1.0,5.0,0.0,0.0
Bishop Sankey,TEN,7.0,30.0,0.0,1.0,7.0,0.0,0.0
Pierre Thomas,NO,7.0,29.0,0.0,5.0,44.0,0.0,0.0
James Starks,GB,8.0,28.0,0.0,1.0,7.0,0.0,0.0
Bobby Rainey,TB,6.0,28.0,0.0,2.0,13.0,0.0,0.0
Benjamin Cunningham,STL,6.0,28.0,0.0,2.0,12.0,0.0,0.0
Jonathan Dwyer,ARI,8.0,27.0,0.0,1.0,9.0,0.0,0.0
Latavius Murray,OAK,6.0,26.0,0.0,1.0,7.0,0.0,0.0
Danny Woodhead,SD,6.0,24.0,0.0,4.0,26.0,0.0,0.0
Robert Turbin,SEA,5.0,23.0,0.0,1.0,5.0,0.0,0.0
Roy Helu,WAS,5.0,23.0,0.0,2.0,17.0,0.0,0.0
C.J. Anderson,DEN,5.0,23.0,0.0,1.0,3.0,0.0,0.0
Dexter McCluster,TEN,5.0,22.0,0.0,2.0,24.0,0.0,0.0
LeGarrette Blount,NE,6.0,21.0,0.0,1.0,3.0,0.0,0.0
Andre Williams,NYG,5.0,20.0,0.0,1.0,6.0,0.0,0.0
Khiry Robinson,NO,5.0,20.0,0.0,1.0,3.0,0.0,0.0
Ronnie Hillman,DEN,4.0,20.0,0.0,1.0,9.0,0.0,0.0
Jacquizz Rodgers,ATL,5.0,19.0,0.0,2.0,14.0,0.0,0.0
Donald Brown,SD,5.0,19.0,0.0,1.0,8.0,0.0,0.0
Mike Tolbert,CAR,4.0,18.0,0.0,2.0,13.0,0.0,0.0
Brandon Bolden,NE,4.0,17.0,0.0,1.0,3.0,0.0,0.0
Anthony Dixon,BUF,4.0,15.0,0.0,0.0,0.0,0.0,0.0
Jonathan Grimes,HOU,4.0,15.0,0.0,1.0,3.0,0.0,0.0
Knile Davis,KC,4.0,14.0,0.0,2.0,7.0,0.0,0.0
Denard Robinson,JAC,4.0,14.0,0.0,2.0,15.0,0.0,0.0
Lance Dunbar,DAL,3.0,14.0,0.0,2.0,13.0,0.0,0.0
Marcel Reece,OAK,3.0,13.0,0.0,2.0,18.0,0.0,0.0
KaDeem Carey,CHI,3.0,12.0,0.0,1.0,4.0,0.0,0.0
Jordan Todman,JAC,3.0,11.0,0.0,2.0,9.0,0.0,0.0
Lorenzo Taliaferro,BAL,3.0,11.0,0.0,1.0,2.0,0.0,0.0
Stepfan Taylor,ARI,3.0,11.0,0.0,1.0,4.0,0.0,0.0
Devonta Freeman,ATL,2.0,10.0,0.0,2.0,9.0,0.0,0.0
DuJuan Harris,GB,3.0,10.0,0.0,1.0,3.0,0.0,0.0
Alfred Blue,HOU,2.0,9.0,0.0,1.0,2.0,0.0,0.0
Bilal Powell,NYJ,2.0,8.0,0.0,2.0,7.0,0.0,0.0
Mike James,TB,2.0,7.0,0.0,1.0,3.0,0.0,0.0
Joseph Randle,DAL,2.0,7.0,0.0,0.0,0.0,0.0,0.0
Theo Riddick,DET,2.0,6.0,0.0,1.0,6.0,0.0,0.0
Jorvorskie Lane,TB,2.0,6.0,0.0,1.0,1.0,0.0,0.0
Jackie Battle,TEN,1.0,5.0,0.0,0.0,1.0,0.0,0.0
Tre Mason,STL,6.0,5.0,0.0,1.0,3.0,0.0,0.0
Antone Smith,ATL,2.0,5.0,0.0,1.0,3.0,0.0,0.0
Dan Herron,IND,1.0,5.0,0.0,0.0,0.0,0.0,0.0
LaMichael James,MIA,1.0,4.0,0.0,0.0,0.0,0.0,0.0
Chris Polk,PHI,2.0,4.0,0.0,0.0,2.0,0.0,0.0
James White,NE,1.0,3.0,0.0,1.0,2.0,0.0,0.0
Silas Redd,WAS,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Leon Washington,TEN,2.0,3.0,0.0,1.0,4.0,0.0,0.0
John Kuhn,GB,1.0,2.0,0.0,1.0,2.0,0.0,0.0
Cedric Peerman,CIN,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Christine Michael,SEA,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Joe McKnight,KC,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rex Burkhead,CIN,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peyton Hillis,NYG,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kyle Juszczyk,BAL,0.0,1.0,0.0,1.0,3.0,0.0,0.0
Cyrus Gray,KC,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dri Archer,PIT,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bryce Brown,BUF,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Shaun Draughn,CHI,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ronnie Brown,SD,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Darrel Young,WAS,0.0,1.0,0.0,1.0,2.0,0.0,0.0
Tony Fiammetta,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Agnew,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Felton,MIN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Senorise Perry,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jed Collins,DET,0.0,0.0,0.0,1.0,4.0,0.0,0.0
Zurlon Tipton,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Storm Johnson,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branden Oliver,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick DiMarco,ATL,0.0,0.0,0.0,1.0,1.0,0.0,0.0
DeAnthony Thomas,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Johnson,PIT,0.0,0.0,0.0,1.0,4.0,0.0,0.0
Derrick Coleman,SEA,0.0,0.0,0.0,1.0,3.0,0.0,0.0
Jamize Olawale,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Reynolds,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Hughes,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fozzy Whittaker,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Sherman,KC,0.0,0.0,0.0,1.0,3.0,0.0,0.0
Bruce Miller,SF,0.0,0.0,0.0,2.0,5.0,0.0,0.0
James Develin,NE,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Tyler Clutts,DAL,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Vick Ballard,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Taufoou,JAC,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Orleans Darkwa,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damien Williams,MIA,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Summers,BUF,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Henry Hynoski,NYG,0.0,0.0,0.0,1.0,2.0,0.0,0.0
