displayName,team,passCmp,passAtt,passYds,passTD,passInt,rushYds,rushTD,fumblesLost
Drew Brees,NO,27.0,41.0,336.0,2.0,0.0,2.0,0.0,0.0
Tom Brady,NE,26.0,39.0,322.0,2.0,0.0,1.0,0.0,0.0
Andrew Luck,IND,27.0,42.0,307.0,2.0,0.0,20.0,0.0,0.0
Matt Ryan,ATL,24.0,35.0,292.0,1.0,1.0,6.0,0.0,0.0
Ben Roethlisberger,PIT,25.0,37.0,291.0,2.0,0.0,6.0,0.0,0.0
Aaron Rodgers,GB,21.0,32.0,290.0,2.0,0.0,16.0,0.0,0.0
Peyton Manning,DEN,28.0,40.0,283.0,2.0,0.0,-2.0,0.0,0.0
Matthew Stafford,DET,24.0,40.0,282.0,1.0,1.0,5.0,0.0,0.0
Derek Carr,OAK,23.0,41.0,277.0,1.0,0.0,8.0,0.0,0.0
Josh McCown,TB,23.0,38.0,269.0,1.0,0.0,14.0,0.0,0.0
Mark Sanchez,PHI,25.0,40.0,263.0,1.0,1.0,4.0,0.0,0.0
Shaun Hill,STL,22.0,36.0,258.0,1.0,1.0,10.0,0.0,0.0
Kyle Orton,BUF,23.0,38.0,257.0,1.0,1.0,5.0,0.0,0.0
Jay Cutler,CHI,23.0,36.0,257.0,1.0,1.0,17.0,0.0,0.0
Teddy Bridgewater,MIN,22.0,37.0,253.0,0.0,0.0,13.0,0.0,0.0
Robert Griffin III,WAS,23.0,34.0,248.0,1.0,0.0,39.0,0.0,0.0
Eli Manning,NYG,23.0,38.0,247.0,1.0,1.0,1.0,0.0,0.0
Ryan Tannehill,MIA,23.0,37.0,247.0,1.0,1.0,22.0,0.0,0.0
Andy Dalton,CIN,20.0,33.0,246.0,1.0,1.0,9.0,0.0,0.0
Zach Mettenberger,TEN,19.0,32.0,244.0,1.0,1.0,2.0,0.0,0.0
Colin Kaepernick,SF,20.0,32.0,239.0,1.0,0.0,45.0,0.0,0.0
Philip Rivers,SD,22.0,33.0,234.0,2.0,0.0,3.0,0.0,0.0
Drew Stanton,ARI,24.0,40.0,233.0,1.0,1.0,14.0,0.0,0.0
Brian Hoyer,CLE,22.0,33.0,227.0,1.0,0.0,1.0,0.0,0.0
Cam Newton,CAR,20.0,32.0,224.0,1.0,0.0,34.0,0.0,0.0
Ryan Mallett,HOU,19.0,33.0,224.0,1.0,1.0,3.0,0.0,0.0
Russell Wilson,SEA,16.0,27.0,207.0,1.0,0.0,47.0,0.0,0.0
Alex Smith,KC,20.0,30.0,198.0,1.0,0.0,18.0,0.0,0.0
Kellen Clemens,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Manziel,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Whitehurst,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Campbell,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Fitzpatrick,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Garrard,NYJ,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0
Bruce Gradkowski,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rex Grossman,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Hasselbeck,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
