"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,26.3,NA,NA,310,3,0,NA,19,0,NA,0,0,NA,0,0
"DREWBREES","QB","Drew Brees","NO",2,2,24.78,NA,NA,312,3,0,NA,3,0,NA,0,0,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",3,3,24.06,NA,NA,304,3,0,NA,-1,0,NA,0,0,NA,0,0
"JORDYNELSON","WR","Jordy Nelson","GB",1,4,23.4,NA,NA,0,0,0,NA,0,0,NA,114,2,NA,0,0
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",1,5,22.4,NA,NA,0,0,0,NA,80,2,NA,24,0,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",4,6,21.24,NA,NA,276,2,0,NA,22,0,NA,0,0,NA,0,0
"JOSHGORDON","WR","Josh Gordon","CLE",2,7,20.1,NA,NA,0,0,0,NA,7,0,NA,134,1,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",5,8,20.02,NA,NA,298,2,0,NA,1,0,NA,0,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",6,9,19.88,NA,NA,292,2,0,NA,2,0,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",7,10,19.38,NA,NA,217,2,1,NA,47,0,NA,0,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",8,11,18.94,NA,NA,266,2,0,NA,3,0,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",9,12,18.84,NA,NA,261,2,0,NA,4,0,NA,0,0,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",10,13,18.54,NA,NA,246,2,0,NA,7,0,NA,0,0,NA,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",11,14,18.26,NA,NA,279,2,1,NA,11,0,NA,0,0,NA,0,0
"ALEXSMITH","QB","Alex Smith","KC",12,15,17.98,NA,NA,242,2,1,NA,23,0,NA,0,0,NA,0,0
"JULIOJONES","WR","Julio Jones","ATL",3,16,17.9,NA,NA,0,0,0,NA,0,0,NA,119,1,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",2,17,17.7,NA,NA,0,0,0,NA,91,1,NA,46,0,NA,0,1
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",13,18,17.26,NA,NA,249,2,1,NA,13,0,NA,0,0,NA,0,0
"ELIMANNING","QB","Eli Manning","NYG",14,19,17.24,NA,NA,276,2,1,NA,2,0,NA,0,0,NA,0,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",3,20,17.2,NA,NA,0,0,0,NA,75,1,NA,37,0,NA,0,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",15,21,17.16,NA,NA,209,2,1,NA,28,0,NA,0,0,NA,0,0
"TONYROMO","QB","Tony Romo","DAL",16,22,17.04,NA,NA,266,2,1,NA,4,0,NA,0,0,NA,0,0
"CALVINJOHNSON","WR","Calvin Johnson","DET",4,23,16.8,NA,NA,0,0,0,NA,0,0,NA,108,1,NA,0,0
"BRIANHOYER","QB","Brian Hoyer","CLE",17,24,16.76,NA,NA,254,2,1,NA,6,0,NA,0,0,NA,0,0
"ANDYDALTON","QB","Andy Dalton","CIN",18,25,16.66,NA,NA,244,2,1,NA,9,0,NA,0,0,NA,0,0
"CJANDERSON","RB","C.J. Anderson","DEN",4,26,16.4,NA,NA,0,0,0,NA,61,0,NA,43,1,NA,0,0
"ARIANFOSTER","RB","Arian Foster","HOU",4,26,16.4,NA,NA,0,0,0,NA,79,1,NA,25,0,NA,0,0
"LESEANMCCOY","RB","LeSean McCoy","PHI",6,28,16.2,NA,NA,0,0,0,NA,73,1,NA,29,0,NA,0,0
"MARKINGRAM","RB","Mark Ingram","NO",7,29,15.6,NA,NA,0,0,0,NA,77,1,NA,19,0,NA,0,0
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",5,30,15.1,NA,NA,0,0,0,NA,0,0,NA,91,1,NA,0,0
"TREMASON","RB","Tre Mason","STL",8,31,14.9,NA,NA,0,0,0,NA,63,1,NA,26,0,NA,0,0
"EDDIELACY","RB","Eddie Lacy","GB",9,32,14.7,NA,NA,0,0,0,NA,71,1,NA,16,0,NA,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",6,33,14.6,NA,NA,0,0,0,NA,0,0,NA,106,1,NA,0,1
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",10,34,14.5,NA,NA,0,0,0,NA,56,1,NA,29,0,NA,0,0
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",10,34,14.5,NA,NA,0,0,0,NA,67,1,NA,18,0,NA,0,0
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",19,36,14.48,NA,NA,227,1,1,NA,34,0,NA,0,0,NA,0,0
"JIMMYGRAHAM","TE","Jimmy Graham","NO",1,37,14.4,NA,NA,0,0,0,NA,0,0,NA,84,1,NA,0,0
"SHANEVEREEN","RB","Shane Vereen","NE",12,38,14.3,NA,NA,0,0,0,NA,39,1,NA,44,0,NA,0,0
"RANDALLCOBB","WR","Randall Cobb","GB",7,39,14.2,NA,NA,0,0,0,NA,12,0,NA,70,1,NA,0,0
"AJGREEN","WR","A.J. Green","CIN",7,39,14.2,NA,NA,0,0,0,NA,0,0,NA,82,1,NA,0,0
"TERRANCEWEST","RB","Terrance West","CLE",13,41,14.1,NA,NA,0,0,0,NA,64,1,NA,17,0,NA,0,0
"FRANKGORE","RB","Frank Gore","SF",14,42,14,NA,NA,0,0,0,NA,67,1,NA,13,0,NA,0,0
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",9,42,14,NA,NA,0,0,0,NA,0,0,NA,80,1,NA,0,0
"MIKEWALLACE","WR","Mike Wallace","MIA",10,44,13.9,NA,NA,0,0,0,NA,0,0,NA,79,1,NA,0,0
"SHAUNHILL","QB","Shaun Hill","STL",20,45,13.68,NA,NA,182,2,1,NA,4,0,NA,0,0,NA,0,0
"MIKEEVANS","WR","Mike Evans","TB",11,46,13.5,NA,NA,0,0,0,NA,0,0,NA,75,1,NA,0,0
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",11,46,13.5,NA,NA,0,0,0,NA,0,0,NA,95,1,NA,0,1
