displayName,team,passCmp,passAtt,passYds,passTD,passInt,rushYds,rushTD,fumblesLost
Drew Brees,NO,27.0,39.0,316.0,2.0,0.0,2.0,0.0,0.0
Ben Roethlisberger,PIT,24.0,37.0,313.0,1.0,0.0,6.0,0.0,0.0
Matt Ryan,ATL,26.0,38.0,303.0,1.0,0.0,6.0,0.0,0.0
Aaron Rodgers,GB,24.0,35.0,296.0,2.0,0.0,14.0,0.0,0.0
Matthew Stafford,DET,24.0,38.0,288.0,1.0,1.0,5.0,0.0,0.0
Eli Manning,NYG,23.0,36.0,284.0,2.0,1.0,1.0,0.0,0.0
Jay Cutler,CHI,24.0,36.0,277.0,1.0,1.0,13.0,0.0,0.0
Kyle Orton,BUF,24.0,39.0,266.0,0.0,1.0,2.0,0.0,0.0
Derek Carr,OAK,25.0,41.0,264.0,1.0,1.0,7.0,0.0,0.0
Peyton Manning,DEN,22.0,33.0,263.0,2.0,0.0,-1.0,0.0,0.0
Philip Rivers,SD,24.0,37.0,261.0,1.0,0.0,6.0,0.0,0.0
Mark Sanchez,PHI,22.0,35.0,260.0,1.0,1.0,5.0,0.0,0.0
Robert Griffin III,WAS,21.0,32.0,253.0,1.0,0.0,30.0,0.0,0.0
Teddy Bridgewater,MIN,21.0,31.0,249.0,1.0,0.0,16.0,0.0,0.0
Tom Brady,NE,21.0,33.0,246.0,2.0,0.0,3.0,0.0,0.0
Tony Romo,DAL,20.0,27.0,241.0,2.0,0.0,2.0,0.0,0.0
Ryan Tannehill,MIA,23.0,34.0,240.0,1.0,0.0,19.0,0.0,0.0
Charlie Whitehurst,TEN,19.0,32.0,239.0,1.0,0.0,7.0,0.0,0.0
Andy Dalton,CIN,19.0,30.0,239.0,1.0,0.0,9.0,0.0,0.0
Cam Newton,CAR,21.0,32.0,239.0,1.0,1.0,39.0,0.0,0.0
Mike Glennon,TB,0.0,0.0,229.0,1.0,0.0,5.0,0.0,0.0
Blake Bortles,JAC,20.0,35.0,225.0,0.0,1.0,23.0,0.0,0.0
Jimmy Clausen,CHI,0.0,0.0,225.0,1.0,1.0,9.0,0.0,0.0
Logan Thomas,ARI,18.0,34.0,224.0,1.0,1.0,6.0,0.0,0.0
Johnny Manziel,CLE,0.0,0.0,223.0,0.0,1.0,33.0,0.0,0.0
Alex Smith,KC,22.0,32.0,222.0,1.0,0.0,18.0,0.0,0.0
Colin Kaepernick,SF,17.0,28.0,219.0,0.0,0.0,39.0,0.0,0.0
Josh McCown,TB,19.0,34.0,214.0,1.0,1.0,11.0,0.0,0.0
Shaun Hill,STL,20.0,32.0,207.0,0.0,1.0,8.0,0.0,0.0
Joe Flacco,BAL,20.0,34.0,205.0,1.0,1.0,7.0,0.0,0.0
Russell Wilson,SEA,18.0,27.0,201.0,1.0,0.0,50.0,0.0,0.0
Brian Hoyer,CLE,15.0,26.0,200.0,1.0,1.0,3.0,0.0,0.0
Geno Smith,NYJ,18.0,30.0,193.0,0.0,1.0,22.0,0.0,0.0
Case Keenum,HOU,17.0,27.0,188.0,0.0,0.0,14.0,0.0,0.0
Tom Savage,HOU,0.0,0.0,181.0,0.0,1.0,6.0,0.0,0.0
Andrew Luck,IND,26.0,37.0,147.0,1.0,0.0,13.0,0.0,0.0
Matt Hasselbeck,IND,0.0,0.0,127.0,1.0,0.0,3.0,0.0,0.0
Ryan Lindley,ARI,0.0,0.0,87.0,0.0,1.0,2.0,0.0,0.0
Jason Campbell,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Stanton,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Vick,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carson Palmer,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rex Grossman,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Garrard,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Palmer,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
