displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
DeMarco Murray,DAL,21.0,100.0,1.0,3.0,23.0,0.0,0.0
LeSean McCoy,PHI,20.0,90.0,1.0,3.0,33.0,0.0,0.0
Zac Stacy,STL,17.0,82.0,1.0,2.0,9.0,0.0,0.0
Stevan Ridley,NE,19.0,82.0,1.0,1.0,4.0,0.0,0.0
Marshawn Lynch,SEA,19.0,80.0,1.0,2.0,10.0,0.0,0.0
Alfred Morris,WAS,20.0,80.0,1.0,1.0,3.0,0.0,0.0
Bobby Rainey,TB,18.0,78.0,1.0,3.0,22.0,0.0,0.0
C.J. Spiller,BUF,16.0,74.0,0.0,2.0,16.0,0.0,0.0
Lamar Miller,MIA,17.0,70.0,0.0,3.0,16.0,0.0,0.0
Knile Davis,KC,17.0,69.0,0.0,4.0,24.0,0.0,0.0
Donald Brown,SD,16.0,69.0,0.0,3.0,18.0,0.0,0.0
Giovani Bernard,CIN,18.0,69.0,0.0,4.0,39.0,1.0,0.0
Andre Ellington,ARI,17.0,68.0,0.0,3.0,27.0,0.0,0.0
Terrance West,CLE,17.0,68.0,0.0,2.0,16.0,0.0,0.0
Rashad Jennings,NYG,18.0,67.0,0.0,3.0,25.0,0.0,0.0
Montee Ball,DEN,18.0,65.0,0.0,3.0,20.0,0.0,0.0
Matt Asiata,MIN,17.0,64.0,0.0,3.0,21.0,0.0,0.0
Justin Forsett,BAL,15.0,62.0,0.0,3.0,21.0,0.0,0.0
Eddie Lacy,GB,17.0,62.0,1.0,2.0,16.0,0.0,0.0
Frank Gore,SF,17.0,61.0,0.0,1.0,10.0,0.0,0.0
Matt Forte,CHI,16.0,60.0,0.0,4.0,31.0,0.0,0.0
LeVeon Bell,PIT,16.0,60.0,0.0,4.0,38.0,0.0,0.0
Trent Richardson,IND,15.0,57.0,0.0,1.0,11.0,0.0,0.0
Joique Bell,DET,14.0,56.0,1.0,3.0,30.0,0.0,0.0
DeAngelo Williams,CAR,13.0,55.0,0.0,1.0,10.0,0.0,0.0
Darren McFadden,OAK,15.0,54.0,0.0,2.0,19.0,0.0,0.0
Toby Gerhart,JAC,15.0,54.0,0.0,2.0,13.0,0.0,0.0
Steven Jackson,ATL,14.0,52.0,0.0,2.0,8.0,0.0,0.0
Khiry Robinson,NO,14.0,52.0,1.0,2.0,9.0,0.0,0.0
Chris Ivory,NYJ,11.0,51.0,1.0,1.0,5.0,0.0,0.0
Chris Johnson,NYJ,13.0,51.0,0.0,3.0,25.0,0.0,0.0
Shonn Greene,TEN,13.0,48.0,0.0,1.0,3.0,0.0,0.0
Alfred Blue,HOU,15.0,48.0,1.0,1.0,3.0,0.0,0.0
Jeremy Hill,CIN,11.0,47.0,0.0,2.0,12.0,0.0,0.0
Ahmad Bradshaw,IND,12.0,46.0,0.0,4.0,33.0,0.0,0.0
Reggie Bush,DET,9.0,44.0,0.0,4.0,38.0,0.0,0.0
Fred Jackson,BUF,10.0,42.0,0.0,3.0,25.0,0.0,0.0
Isaiah Crowell,CLE,9.0,42.0,0.0,1.0,3.0,0.0,0.0
Shane Vereen,NE,8.0,40.0,0.0,4.0,40.0,0.0,0.0
Jonathan Stewart,CAR,11.0,39.0,0.0,1.0,11.0,0.0,0.0
Danny Woodhead,SD,9.0,38.0,0.0,4.0,34.0,0.0,0.0
Pierre Thomas,NO,8.0,35.0,0.0,4.0,39.0,0.0,0.0
Darren Sproles,PHI,8.0,34.0,0.0,4.0,50.0,0.0,0.0
Benjamin Cunningham,STL,8.0,34.0,0.0,3.0,17.0,0.0,0.0
Lorenzo Taliaferro,BAL,8.0,32.0,0.0,1.0,6.0,0.0,0.0
Jacquizz Rodgers,ATL,8.0,30.0,0.0,2.0,14.0,0.0,0.0
Jerick McKinnon,MIN,7.0,30.0,0.0,2.0,7.0,0.0,0.0
Robert Turbin,SEA,6.0,27.0,0.0,2.0,16.0,0.0,0.0
Jonathan Grimes,HOU,6.0,24.0,0.0,1.0,9.0,0.0,0.0
Carlos Hyde,SF,7.0,24.0,0.0,1.0,10.0,0.0,0.0
