displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Calvin Johnson,DET,6.0,126.0,1.0,0.0,0.0,0.0,0.0
Jordy Nelson,GB,8.0,122.0,1.0,0.0,0.0,0.0,0.0
Brandon Marshall,CHI,6.0,116.0,1.0,0.0,0.0,0.0,0.0
Jeremy Maclin,PHI,6.0,103.0,0.0,0.0,0.0,0.0,0.0
Sammy Watkins,BUF,7.0,99.0,1.0,0.0,0.0,0.0,0.0
Julio Jones,ATL,6.0,96.0,1.0,0.0,0.0,0.0,0.0
Randall Cobb,GB,6.0,94.0,1.0,1.0,1.0,0.0,0.0
A.J. Green,CIN,7.0,93.0,0.0,0.0,0.0,0.0,0.0
Steve Smith,BAL,7.0,88.0,1.0,0.0,0.0,0.0,0.0
Brian Quick,STL,7.0,88.0,0.0,0.0,0.0,0.0,0.0
Dez Bryant,DAL,8.0,87.0,1.0,0.0,0.0,0.0,0.0
Andre Johnson,HOU,7.0,87.0,0.0,0.0,0.0,0.0,0.0
Julian Edelman,NE,7.0,87.0,1.0,2.0,1.0,0.0,0.0
Anquan Boldin,SF,7.0,86.0,0.0,0.0,0.0,0.0,0.0
Antonio Brown,PIT,6.0,85.0,1.0,1.0,0.0,0.0,0.0
Emmanuel Sanders,DEN,7.0,84.0,0.0,1.0,0.0,0.0,0.0
Larry Fitzgerald,ARI,6.0,84.0,0.0,0.0,0.0,0.0,0.0
Demaryius Thomas,DEN,6.0,83.0,1.0,0.0,0.0,0.0,0.0
James Jones,OAK,7.0,82.0,1.0,0.0,0.0,0.0,0.0
Victor Cruz,NYG,7.0,78.0,0.0,0.0,0.0,0.0,0.0
Markus Wheaton,PIT,6.0,77.0,0.0,0.0,1.0,0.0,0.0
Keenan Allen,SD,6.0,73.0,1.0,0.0,0.0,0.0,0.0
Cordarrelle Patterson,MIN,6.0,72.0,0.0,1.0,2.0,0.0,0.0
Mike Wallace,MIA,5.0,71.0,1.0,0.0,0.0,0.0,0.0
T.Y. Hilton,IND,5.0,71.0,0.0,0.0,0.0,0.0,0.0
Alshon Jeffery,CHI,5.0,71.0,0.0,0.0,0.0,0.0,0.0
Kelvin Benjamin,CAR,5.0,67.0,0.0,0.0,0.0,0.0,0.0
Andrew Hawkins,CLE,6.0,66.0,1.0,0.0,0.0,0.0,0.0
Vincent Jackson,TB,6.0,65.0,1.0,0.0,0.0,0.0,0.0
Mike Evans,TB,5.0,64.0,0.0,0.0,0.0,0.0,0.0
Wes Welker,DEN,5.0,63.0,0.0,0.0,0.0,0.0,0.0
Jeremy Kerley,NYJ,6.0,62.0,1.0,0.0,0.0,0.0,0.0
Brian Hartline,MIA,5.0,61.0,0.0,0.0,0.0,0.0,0.0
Percy Harvin,NYJ,5.0,61.0,1.0,1.0,10.0,0.0,0.0
DeSean Jackson,WAS,4.0,61.0,0.0,0.0,1.0,0.0,0.0
Eddie Royal,SD,6.0,60.0,0.0,0.0,0.0,0.0,0.0
Reggie Wayne,IND,5.0,59.0,1.0,0.0,0.0,0.0,0.0
Dwayne Bowe,KC,4.0,59.0,0.0,0.0,0.0,0.0,0.0
