"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"BRYCEPETTY","Bryce Petty","QB","NYJ",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"CHASEDANIEL","Chase Daniel","QB","KC",1,1,0.2,0.1,1,0,0,62.5,5.3,0.1,0.7,5.1,0,NA,NA,NA,NA,NA,0,0
"DEREKANDERSON","Derek Anderson","QB","CAR",1,1,0.2,0.1,1.3,0,0,64.1,5.6,0.1,0.2,1.8,0,NA,NA,NA,NA,NA,0,0
"JOEFLACCO","Joe Flacco","QB","BAL",1,1,37.1,23.5,260,1.5,1.1,63.3,7,1.9,4.6,2.4,0.2,NA,NA,NA,NA,NA,0.2,0
"AUSTINDAVIS","Austin Davis","QB","CLE",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"ANDYDALTON","Andy Dalton","QB","CIN",1,1,35.1,22,253,1.5,1.2,62.7,7.2,4.7,14.1,3,0.2,NA,NA,NA,NA,NA,0.3,0
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",1,1,36.6,23.3,253,1.5,0.9,63.7,6.9,2.6,15.1,5.7,0.1,NA,NA,NA,NA,NA,0.2,0
"LANDRYJONES","Landry Jones","QB","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"ALEXSMITH","Alex Smith","QB","KC",1,1,32.6,21.1,211,1.2,0.6,64.7,6.5,4.6,25.7,5.6,0,NA,NA,NA,NA,NA,0.2,0
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",1,1,0.6,0.4,4.2,0,0,61.8,6.9,0.2,0.9,4.7,0,NA,NA,NA,NA,NA,0,0
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",1,1,0.1,0,0.4,0,0,70,8.9,0,0,1.1,0,NA,NA,NA,NA,NA,0,0
"JOSHMCCOWN","Josh McCown","QB","CLE",1,1,32.8,19.5,244,1.2,0.9,59.5,7.4,1.8,8,4.5,0.1,NA,NA,NA,NA,NA,0.3,0
