"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"BRYCEPETTY","Bryce Petty","QB","NYJ",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"CHASEDANIEL","Chase Daniel","QB","KC",1,1,0.1,0.1,0.6,0,0,58.8,6.2,0.1,0.2,2.2,0,NA,NA,NA,NA,NA,0,0
"DEREKANDERSON","Derek Anderson","QB","CAR",1,1,0.1,0.1,0.9,0,0,65.5,6.2,0.1,0.1,0.7,0,NA,NA,NA,NA,NA,0,0
"GENOSMITH","Geno Smith","QB","NYJ",1,1,0.6,0.4,4.3,0,0,56.5,6.6,0.2,0.9,5.3,0,NA,NA,NA,NA,NA,0,0
"AUSTINDAVIS","Austin Davis","QB","CLE",1,1,0.6,0.3,3.9,0,0,58.3,7,0.1,0.3,2.8,0,NA,NA,NA,NA,NA,0,0
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",1,1,35,20.6,246,1.9,0.9,58.9,7,2.3,10.6,4.7,0.1,NA,NA,NA,NA,NA,0.2,0
"LANDRYJONES","Landry Jones","QB","PIT",1,1,0.1,0.1,1.3,0,0,63.7,9,0,0,-0.8,0,NA,NA,NA,NA,NA,0,0
"ALEXSMITH","Alex Smith","QB","KC",1,1,29.9,18.8,223,1.9,0.7,62.9,7.5,4.8,29.4,6.2,0.1,NA,NA,NA,NA,NA,0.2,0
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",1,1,0.6,0.4,4.5,0,0,65.4,7.4,0.3,1.4,4.6,0,NA,NA,NA,NA,NA,0,0
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",1,1,0,0,0.2,0,0,68,8.2,0.1,-0.1,-0.8,0,NA,NA,NA,NA,NA,0,0
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",1,1,39.3,26,306,2.1,0.8,66.2,7.8,2.4,8.1,3.4,0.1,NA,NA,NA,NA,NA,0.2,0
"THADLEWIS","Thad Lewis","QB","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"TREVORSIEMIAN","Trevor Siemian","QB","DEN",1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
"TYRODTAYLOR","Tyrod Taylor","QB","BUF",1,1,29.6,18.6,220,1.7,0.5,62.8,7.4,6.1,32.3,5.3,0.2,NA,NA,NA,NA,NA,0.1,0
"DREWBREES","Drew Brees","QB","NO",1,1,34.5,24.3,261,1.7,0.8,70.4,7.6,1.3,1.8,1.4,0.1,NA,NA,NA,NA,NA,0.2,0
"RYANNASSIB","Ryan Nassib","QB","NYG",1,1,0,0,0.3,0,0,69,8.1,0,0,2.1,0,NA,NA,NA,NA,NA,0,0
"PHILIPRIVERS","Philip Rivers","QB","SD",1,1,38.4,26.5,275,1.6,1.1,69,7.2,1.4,2.9,2.1,0,NA,NA,NA,NA,NA,0.2,0
"SEANRENFREE","Sean Renfree","QB","ATL",1,1,0.1,0,0.2,0,0,56,4.5,0,0,-0.7,0,NA,NA,NA,NA,NA,0,0
"JAMEISWINSTON","Jameis Winston","QB","TB",1,1,32.1,19.1,241,1.7,1,59.5,7.5,3.1,12.8,4.1,0.5,NA,NA,NA,NA,NA,0.2,0
"DANORLOVSKY","Dan Orlovsky","QB","DET",1,1,0.1,0.1,0.7,0,0,61.9,7.1,0,0,3.8,0,NA,NA,NA,NA,NA,0,0
"MIKEGLENNON","Mike Glennon","QB","TB",1,1,0.6,0.4,4.7,0,0,60.2,7.6,0.1,0.3,3.2,0,NA,NA,NA,NA,NA,0,0
