displayName,team,passCmp,passAtt,passYds,passTD,passInt,rushYds,rushTD,fumblesLost
Drew Brees,NO,27.0,38.0,319.0,2.0,1.0,2.0,0.0,0.0
Matt Ryan,ATL,26.0,38.0,313.0,2.0,1.0,8.0,0.0,0.0
Matthew Stafford,DET,24.0,36.0,302.0,1.0,0.0,5.0,0.0,0.0
Peyton Manning,DEN,22.0,33.0,297.0,2.0,0.0,-1.0,0.0,0.0
Andrew Luck,IND,24.0,38.0,292.0,3.0,1.0,22.0,0.0,0.0
Ben Roethlisberger,PIT,26.0,40.0,289.0,1.0,0.0,7.0,0.0,0.0
Tom Brady,NE,25.0,36.0,286.0,2.0,0.0,0.0,0.0,0.0
Aaron Rodgers,GB,22.0,33.0,275.0,2.0,0.0,15.0,0.0,0.0
Mark Sanchez,PHI,22.0,33.0,266.0,2.0,1.0,4.0,0.0,0.0
Robert Griffin III,WAS,20.0,31.0,265.0,1.0,0.0,34.0,0.0,0.0
Philip Rivers,SD,23.0,35.0,264.0,1.0,1.0,5.0,0.0,0.0
Eli Manning,NYG,23.0,35.0,261.0,1.0,1.0,2.0,0.0,0.0
Jimmy Clausen,CHI,25.0,38.0,258.0,1.0,1.0,6.0,0.0,0.0
Tony Romo,DAL,22.0,32.0,254.0,2.0,0.0,2.0,0.0,0.0
Joe Flacco,BAL,22.0,33.0,245.0,1.0,1.0,6.0,0.0,0.0
Andy Dalton,CIN,20.0,33.0,243.0,1.0,1.0,9.0,0.0,0.0
Josh McCown,TB,19.0,33.0,242.0,1.0,1.0,14.0,0.0,0.0
Teddy Bridgewater,MIN,22.0,35.0,237.0,0.0,1.0,15.0,0.0,0.0
Ryan Tannehill,MIA,23.0,36.0,236.0,1.0,0.0,22.0,0.0,0.0
Alex Smith,KC,21.0,32.0,234.0,1.0,0.0,17.0,0.0,0.0
Kyle Orton,BUF,22.0,33.0,232.0,1.0,0.0,4.0,0.0,0.0
Derek Carr,OAK,23.0,40.0,227.0,1.0,1.0,8.0,0.0,0.0
Charlie Whitehurst,TEN,18.0,31.0,224.0,0.0,0.0,8.0,0.0,0.0
Blake Bortles,JAC,21.0,34.0,223.0,1.0,1.0,27.0,0.0,0.0
Cam Newton,CAR,19.0,32.0,219.0,1.0,1.0,31.0,0.0,0.0
Shaun Hill,STL,19.0,32.0,217.0,1.0,0.0,12.0,0.0,0.0
Russell Wilson,SEA,17.0,28.0,216.0,0.0,0.0,47.0,0.0,0.0
Case Keenum,HOU,19.0,31.0,212.0,1.0,0.0,7.0,0.0,0.0
Johnny Manziel,CLE,18.0,30.0,210.0,0.0,1.0,36.0,0.0,0.0
Colin Kaepernick,SF,17.0,27.0,208.0,1.0,0.0,35.0,0.0,0.0
Ryan Lindley,ARI,19.0,32.0,199.0,0.0,1.0,4.0,0.0,0.0
Geno Smith,NYJ,18.0,31.0,197.0,0.0,1.0,20.0,0.0,0.0
Matt Schaub,OAK,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Vick,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Campbell,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Cutler,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Garrard,NYJ,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
Bruce Gradkowski,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rex Grossman,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Hasselbeck,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carson Palmer,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
