displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
LeVeon Bell,PIT,23.0,117.0,1.0,5.0,45.0,0.0,0.0
Jamaal Charles,KC,21.0,108.0,1.0,4.0,30.0,0.0,0.0
DeMarco Murray,DAL,21.0,103.0,1.0,5.0,30.0,0.0,0.0
LeSean McCoy,PHI,21.0,102.0,1.0,0.0,2.0,0.0,0.0
Arian Foster,HOU,21.0,101.0,1.0,3.0,20.0,0.0,0.0
Marshawn Lynch,SEA,21.0,94.0,1.0,3.0,22.0,0.0,0.0
C.J. Anderson,DEN,18.0,87.0,1.0,3.0,24.0,0.0,0.0
Justin Forsett,BAL,18.0,86.0,1.0,2.0,15.0,0.0,0.0
Matt Forte,CHI,20.0,85.0,1.0,6.0,46.0,0.0,0.0
Jonathan Stewart,CAR,20.0,82.0,1.0,2.0,9.0,0.0,0.0
Tre Mason,STL,20.0,82.0,0.0,2.0,11.0,0.0,0.0
Jeremy Hill,CIN,17.0,77.0,1.0,2.0,11.0,0.0,0.0
Joique Bell,DET,19.0,76.0,1.0,3.0,22.0,0.0,0.0
Alfred Morris,WAS,18.0,76.0,1.0,3.0,14.0,0.0,0.0
Latavius Murray,OAK,16.0,74.0,0.0,2.0,6.0,0.0,0.0
Eddie Lacy,GB,17.0,72.0,1.0,3.0,20.0,0.0,0.0
Mark Ingram,NO,18.0,71.0,1.0,1.0,7.0,0.0,0.0
Chris Ivory,NYJ,15.0,70.0,0.0,1.0,4.0,0.0,0.0
LeGarrette Blount,NE,16.0,69.0,1.0,1.0,2.0,0.0,0.0
Lamar Miller,MIA,16.0,69.0,0.0,2.0,14.0,0.0,0.0
Dan Herron,IND,13.0,67.0,0.0,4.0,30.0,0.0,0.0
Isaiah Crowell,CLE,16.0,64.0,1.0,2.0,8.0,0.0,0.0
Steven Jackson,ATL,16.0,61.0,1.0,3.0,16.0,0.0,0.0
Doug Martin,TB,15.0,59.0,0.0,2.0,9.0,0.0,0.0
Chris Johnson,NYJ,13.0,58.0,1.0,3.0,14.0,0.0,0.0
Kerwynn Williams,ARI,14.0,57.0,0.0,2.0,9.0,0.0,0.0
Terrance West,CLE,14.0,54.0,0.0,2.0,11.0,0.0,0.0
Fred Jackson,BUF,14.0,52.0,0.0,6.0,40.0,0.0,0.0
Rashad Jennings,NYG,12.0,48.0,0.0,4.0,29.0,0.0,0.0
James Starks,GB,9.0,41.0,0.0,2.0,18.0,0.0,0.0
Andre Williams,NYG,13.0,40.0,1.0,1.0,6.0,0.0,0.0
Frank Gore,SF,13.0,38.0,0.0,1.0,3.0,0.0,0.0
Bishop Sankey,TEN,11.0,36.0,0.0,1.0,4.0,0.0,0.0
Toby Gerhart,JAC,10.0,35.0,0.0,2.0,15.0,0.0,0.0
Matt Asiata,MIN,11.0,35.0,0.0,3.0,17.0,0.0,0.0
Giovani Bernard,CIN,8.0,34.0,0.0,4.0,28.0,0.0,0.0
Pierre Thomas,NO,7.0,34.0,0.0,4.0,31.0,0.0,0.0
Reggie Bush,DET,8.0,33.0,0.0,3.0,19.0,0.0,0.0
Bernard Pierce,BAL,7.0,31.0,0.0,2.0,8.0,0.0,0.0
Trent Richardson,IND,9.0,31.0,0.0,0.0,2.0,0.0,0.0
Juwan Thompson,DEN,6.0,30.0,0.0,1.0,3.0,0.0,0.0
Donald Brown,SD,8.0,27.0,0.0,2.0,16.0,0.0,0.0
Alfred Blue,HOU,7.0,24.0,0.0,1.0,4.0,0.0,0.0
Devonta Freeman,ATL,5.0,24.0,0.0,2.0,11.0,0.0,0.0
Anthony Dixon,BUF,5.0,23.0,0.0,1.0,2.0,0.0,0.0
Branden Oliver,SD,6.0,23.0,0.0,3.0,16.0,0.0,0.0
