displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Marshawn Lynch,SEA,20.0,102.0,1.0,3.0,21.0,0.0,0.0
LeVeon Bell,PIT,19.0,92.0,0.0,4.0,29.0,1.0,0.0
Matt Forte,CHI,17.0,88.0,1.0,5.0,42.0,1.0,0.0
Frank Gore,SF,17.0,82.0,1.0,1.0,10.0,0.0,0.0
Arian Foster,HOU,20.0,82.0,1.0,5.0,31.0,0.0,0.0
Eddie Lacy,GB,17.0,77.0,1.0,3.0,17.0,0.0,0.0
Andre Williams,NYG,18.0,75.0,1.0,2.0,12.0,0.0,0.0
Branden Oliver,SD,18.0,74.0,1.0,3.0,16.0,0.0,0.0
DeMarco Murray,DAL,18.0,72.0,1.0,5.0,44.0,0.0,1.0
Giovani Bernard,CIN,18.0,71.0,1.0,5.0,34.0,0.0,0.0
Stevan Ridley,NE,17.0,71.0,0.0,1.0,2.0,0.0,0.0
Andre Ellington,ARI,16.0,70.0,1.0,4.0,30.0,0.0,0.0
Bishop Sankey,TEN,15.0,69.0,0.0,2.0,14.0,0.0,0.0
Ben Tate,MIN,16.0,68.0,1.0,2.0,12.0,0.0,0.0
LeSean McCoy,PHI,17.0,67.0,0.0,5.0,32.0,1.0,0.0
Storm Johnson,JAC,15.0,64.0,0.0,2.0,14.0,0.0,0.0
Matt Asiata,MIN,16.0,62.0,0.0,3.0,19.0,0.0,0.0
Zac Stacy,STL,15.0,60.0,0.0,3.0,21.0,0.0,0.0
C.J. Spiller,BUF,14.0,60.0,0.0,3.0,22.0,0.0,0.0
Lamar Miller,MIA,13.0,59.0,1.0,2.0,11.0,0.0,0.0
Ronnie Hillman,DEN,14.0,58.0,0.0,3.0,18.0,0.0,0.0
Ahmad Bradshaw,IND,12.0,57.0,1.0,3.0,20.0,0.0,0.0
Joique Bell,DET,15.0,57.0,1.0,2.0,11.0,1.0,0.0
Alfred Morris,WAS,17.0,54.0,1.0,1.0,6.0,0.0,0.0
Steven Jackson,ATL,14.0,52.0,1.0,2.0,10.0,0.0,0.0
Bernard Pierce,BAL,10.0,51.0,0.0,1.0,3.0,0.0,0.0
Shane Vereen,NE,9.0,49.0,0.0,4.0,35.0,0.0,0.0
Doug Martin,TB,14.0,49.0,0.0,3.0,25.0,0.0,0.0
Fred Jackson,BUF,11.0,48.0,0.0,6.0,49.0,0.0,0.0
Carlos Hyde,SF,9.0,47.0,0.0,1.0,5.0,0.0,0.0
Justin Forsett,BAL,10.0,45.0,0.0,5.0,38.0,0.0,0.0
Chris Ivory,NYJ,12.0,44.0,1.0,2.0,6.0,0.0,0.0
Darren McFadden,OAK,13.0,44.0,0.0,3.0,18.0,0.0,0.0
Knowshon Moreno,MIA,10.0,44.0,0.0,4.0,21.0,0.0,0.0
Antone Smith,ATL,6.0,43.0,0.0,2.0,22.0,0.0,0.0
Trent Richardson,IND,12.0,42.0,0.0,3.0,18.0,0.0,0.0
Jeremy Hill,CIN,9.0,41.0,0.0,2.0,21.0,0.0,0.0
LeGarrette Blount,NE,8.0,40.0,0.0,2.0,6.0,0.0,0.0
Jerick McKinnon,MIN,7.0,34.0,0.0,3.0,18.0,0.0,0.0
C.J. Anderson,DEN,8.0,33.0,0.0,2.0,8.0,0.0,0.0
Benjamin Cunningham,STL,7.0,30.0,0.0,3.0,15.0,0.0,0.0
Darrin Reaves,CAR,8.0,29.0,0.0,2.0,6.0,0.0,0.0
Chris Johnson,NYJ,7.0,29.0,0.0,2.0,11.0,0.0,0.0
Darren Sproles,PHI,4.0,29.0,0.0,3.0,31.0,0.0,0.0
KaDeem Carey,CHI,6.0,28.0,0.0,0.0,1.0,0.0,0.0
James Starks,GB,7.0,28.0,0.0,1.0,8.0,0.0,0.0
Lorenzo Taliaferro,BAL,6.0,27.0,0.0,0.0,0.0,0.0,0.0
Bobby Rainey,TB,7.0,26.0,0.0,3.0,25.0,0.0,0.0
Robert Turbin,SEA,5.0,25.0,0.0,1.0,6.0,0.0,0.0
Theo Riddick,DET,7.0,24.0,0.0,3.0,17.0,0.0,0.0
Isaiah Crowell,CLE,6.0,24.0,0.0,0.0,1.0,0.0,0.0
Alfred Blue,HOU,6.0,22.0,0.0,1.0,5.0,0.0,0.0
Devonta Freeman,ATL,5.0,22.0,0.0,3.0,21.0,0.0,0.0
Shaun Draughn,CHI,6.0,22.0,0.0,0.0,0.0,0.0,0.0
Maurice Jones-Drew,OAK,6.0,21.0,0.0,2.0,10.0,0.0,0.0
Denard Robinson,JAC,4.0,19.0,0.0,2.0,6.0,0.0,0.0
Dexter McCluster,TEN,5.0,17.0,0.0,2.0,8.0,0.0,0.0
Chris Ogbonnaya,NYG,4.0,15.0,0.0,0.0,0.0,0.0,0.0
Roy Helu,WAS,3.0,13.0,0.0,4.0,32.0,0.0,0.0
Peyton Hillis,NYG,3.0,13.0,0.0,3.0,13.0,0.0,0.0
Stepfan Taylor,ARI,3.0,12.0,0.0,1.0,3.0,0.0,0.0
Juwan Thompson,DEN,3.0,12.0,0.0,0.0,0.0,0.0,0.0
