displayName,team,passCmp,passAtt,passYds,passTD,passInt,rushYds,rushTD,fumblesLost
Peyton Manning,DEN,27.0,39.0,334.0,2.0,0.0,-1.0,0.0,0.0
Matt Ryan,ATL,26.0,39.0,329.0,2.0,1.0,5.0,0.0,0.0
Kirk Cousins,WAS,24.0,38.0,312.0,1.0,1.0,7.0,0.0,0.0
Andrew Luck,IND,28.0,41.0,290.0,2.0,1.0,21.0,0.0,0.0
Matthew Stafford,DET,23.0,36.0,284.0,1.0,0.0,7.0,0.0,0.0
Tom Brady,NE,23.0,36.0,278.0,1.0,0.0,0.0,0.0,0.0
Joe Flacco,BAL,24.0,37.0,276.0,1.0,1.0,5.0,0.0,0.0
Tony Romo,DAL,25.0,38.0,274.0,1.0,0.0,2.0,0.0,0.0
Blake Bortles,JAC,21.0,37.0,273.0,1.0,1.0,12.0,0.0,0.0
Nick Foles,PHI,24.0,38.0,267.0,1.0,1.0,11.0,0.0,0.0
Aaron Rodgers,GB,23.0,32.0,267.0,2.0,0.0,14.0,0.0,0.0
Ben Roethlisberger,PIT,25.0,36.0,265.0,1.0,0.0,5.0,0.0,0.0
Austin Davis,STL,23.0,38.0,261.0,1.0,1.0,6.0,0.0,0.0
Cam Newton,CAR,21.0,35.0,260.0,1.0,1.0,29.0,0.0,0.0
Eli Manning,NYG,24.0,37.0,260.0,2.0,1.0,1.0,0.0,0.0
Brian Hoyer,CLE,22.0,35.0,256.0,1.0,0.0,3.0,0.0,0.0
Charlie Whitehurst,TEN,21.0,33.0,255.0,1.0,0.0,7.0,0.0,0.0
Jay Cutler,CHI,24.0,36.0,248.0,1.0,1.0,15.0,0.0,0.0
Ryan Tannehill,MIA,23.0,37.0,244.0,1.0,1.0,15.0,0.0,0.0
Derek Carr,OAK,22.0,37.0,238.0,1.0,1.0,11.0,0.0,0.0
Mike Glennon,TB,21.0,35.0,235.0,0.0,0.0,2.0,0.0,0.0
Kyle Orton,BUF,22.0,39.0,234.0,1.0,0.0,4.0,0.0,0.0
Geno Smith,NYJ,19.0,33.0,229.0,0.0,1.0,18.0,0.0,0.0
Drew Stanton,ARI,10.0,15.0,229.0,1.0,0.0,11.0,0.0,0.0
Ryan Fitzpatrick,HOU,19.0,31.0,223.0,1.0,1.0,12.0,0.0,0.0
Philip Rivers,SD,23.0,31.0,218.0,2.0,0.0,5.0,0.0,0.0
Andy Dalton,CIN,21.0,31.0,208.0,1.0,0.0,11.0,0.0,0.0
Teddy Bridgewater,MIN,19.0,32.0,201.0,0.0,0.0,19.0,0.0,0.0
Carson Palmer,ARI,17.0,32.0,199.0,1.0,0.0,5.0,0.0,0.0
Russell Wilson,SEA,19.0,28.0,190.0,1.0,0.0,37.0,0.0,0.0
Colin Kaepernick,SF,19.0,28.0,180.0,1.0,0.0,47.0,0.0,0.0
Matt Schaub,OAK,21.0,34.0,50.0,0.0,0.0,0.0,0.0,0.0
Logan Thomas,ARI,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
Michael Vick,NYJ,2.0,3.0,11.0,0.0,0.0,4.0,0.0,0.0
Derek Anderson,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Campbell,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rex Grossman,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Hasselbeck,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Hill,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Garrard,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
