displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
LeSean McCoy,PHI,22.0,101.0,1.0,3.0,27.0,0.0,0.0
Matt Forte,CHI,19.0,91.0,0.0,4.0,34.0,0.0,0.0
Adrian Peterson,MIN,18.0,86.0,1.0,3.0,20.0,0.0,0.0
Marshawn Lynch,SEA,19.0,83.0,1.0,2.0,16.0,0.0,0.0
Jamaal Charles,KC,17.0,80.0,1.0,5.0,40.0,0.0,0.0
Alfred Morris,WAS,17.0,78.0,1.0,1.0,5.0,0.0,0.0
Frank Gore,SF,16.0,72.0,1.0,1.0,10.0,0.0,0.0
Arian Foster,HOU,16.0,72.0,0.0,3.0,25.0,0.0,0.0
Montee Ball,DEN,17.0,71.0,1.0,3.0,25.0,0.0,0.0
DeMarco Murray,DAL,16.0,69.0,0.0,4.0,27.0,0.0,0.0
Zac Stacy,STL,17.0,69.0,0.0,3.0,18.0,0.0,0.0
Eddie Lacy,GB,17.0,68.0,0.0,3.0,18.0,0.0,0.0
C.J. Spiller,BUF,14.0,66.0,0.0,2.0,19.0,0.0,0.0
Ryan Mathews,SD,16.0,63.0,0.0,2.0,14.0,0.0,0.0
LeVeon Bell,PIT,17.0,63.0,0.0,3.0,27.0,0.0,0.0
Doug Martin,TB,16.0,62.0,0.0,3.0,22.0,0.0,0.0
Toby Gerhart,JAC,15.0,61.0,0.0,3.0,23.0,0.0,0.0
Ben Tate,MIN,14.0,60.0,0.0,3.0,20.0,0.0,0.0
Bernard Pierce,BAL,15.0,60.0,0.0,2.0,15.0,0.0,0.0
Giovani Bernard,CIN,15.0,60.0,0.0,4.0,33.0,0.0,0.0
Chris Johnson,NYJ,16.0,60.0,0.0,3.0,18.0,0.0,0.0
Stevan Ridley,NE,15.0,58.0,1.0,0.0,1.0,0.0,0.0
Rashad Jennings,NYG,12.0,53.0,0.0,3.0,25.0,0.0,0.0
Shonn Greene,TEN,14.0,52.0,0.0,1.0,4.0,0.0,0.0
Reggie Bush,DET,12.0,49.0,0.0,4.0,36.0,0.0,0.0
Steven Jackson,ATL,14.0,48.0,0.0,2.0,16.0,0.0,0.0
Joique Bell,DET,13.0,46.0,0.0,3.0,22.0,0.0,0.0
Maurice Jones-Drew,OAK,13.0,46.0,0.0,2.0,17.0,0.0,0.0
Knowshon Moreno,MIA,12.0,46.0,0.0,3.0,24.0,0.0,0.0
Mark Ingram,NO,10.0,45.0,1.0,1.0,8.0,0.0,0.0
Trent Richardson,IND,13.0,44.0,0.0,2.0,16.0,0.0,0.0
Lamar Miller,MIA,11.0,44.0,0.0,2.0,13.0,0.0,0.0
DeAngelo Williams,CAR,12.0,43.0,0.0,1.0,13.0,0.0,0.0
Fred Jackson,BUF,9.0,41.0,0.0,3.0,24.0,0.0,0.0
Jeremy Hill,CIN,9.0,40.0,0.0,1.0,8.0,0.0,0.0
Carlos Hyde,SF,10.0,40.0,0.0,1.0,6.0,0.0,0.0
Andre Williams,NYG,9.0,38.0,0.0,1.0,3.0,0.0,0.0
Shane Vereen,NE,9.0,38.0,0.0,4.0,36.0,0.0,0.0
Jonathan Dwyer,ARI,11.0,36.0,0.0,2.0,10.0,0.0,0.0
Chris Ivory,NYJ,8.0,36.0,0.0,0.0,0.0,0.0,0.0
Bishop Sankey,TEN,9.0,35.0,0.0,1.0,8.0,0.0,0.0
Andre Ellington,ARI,8.0,34.0,0.0,2.0,17.0,0.0,0.0
Pierre Thomas,NO,7.0,31.0,0.0,4.0,31.0,0.0,0.0
LeGarrette Blount,NE,8.0,30.0,0.0,0.0,2.0,0.0,0.0
Darren McFadden,OAK,8.0,30.0,0.0,2.0,15.0,0.0,0.0
Ronnie Hillman,DEN,6.0,28.0,0.0,2.0,11.0,0.0,0.0
Ahmad Bradshaw,IND,7.0,27.0,0.0,2.0,11.0,0.0,0.0
Jonathan Stewart,CAR,7.0,27.0,0.0,2.0,9.0,0.0,0.0
Darren Sproles,PHI,5.0,26.0,0.0,4.0,33.0,0.0,0.0
Benjamin Cunningham,STL,5.0,26.0,0.0,1.0,6.0,0.0,0.0
Robert Turbin,SEA,6.0,24.0,0.0,1.0,7.0,0.0,0.0
Khiry Robinson,NO,5.0,24.0,0.0,1.0,3.0,0.0,0.0
Danny Woodhead,SD,6.0,23.0,0.0,4.0,30.0,0.0,0.0
Jonathan Grimes,HOU,5.0,22.0,0.0,1.0,4.0,0.0,0.0
Stepfan Taylor,ARI,7.0,22.0,0.0,2.0,9.0,0.0,0.0
Terrance West,CLE,5.0,21.0,0.0,1.0,10.0,0.0,0.0
Justin Forsett,BAL,5.0,21.0,0.0,1.0,5.0,0.0,0.0
Knile Davis,KC,5.0,20.0,0.0,1.0,6.0,0.0,0.0
Bobby Rainey,TB,4.0,18.0,0.0,1.0,6.0,0.0,0.0
Lance Dunbar,DAL,4.0,18.0,0.0,2.0,16.0,0.0,0.0
Roy Helu,WAS,4.0,16.0,0.0,2.0,16.0,0.0,0.0
Devonta Freeman,ATL,3.0,15.0,0.0,2.0,10.0,0.0,0.0
Donald Brown,SD,4.0,15.0,0.0,1.0,6.0,0.0,0.0
Jordan Todman,JAC,4.0,15.0,0.0,2.0,15.0,0.0,0.0
James Starks,GB,4.0,14.0,0.0,1.0,3.0,0.0,0.0
Dexter McCluster,TEN,3.0,13.0,0.0,3.0,28.0,0.0,0.0
Shaun Draughn,CHI,3.0,13.0,0.0,1.0,2.0,0.0,0.0
C.J. Anderson,DEN,2.0,13.0,0.0,1.0,6.0,0.0,0.0
Mike Tolbert,CAR,3.0,13.0,0.0,2.0,9.0,0.0,0.0
Jacquizz Rodgers,ATL,3.0,13.0,0.0,3.0,18.0,0.0,0.0
KaDeem Carey,CHI,3.0,13.0,0.0,1.0,2.0,0.0,0.0
Theo Riddick,DET,2.0,12.0,0.0,1.0,2.0,0.0,0.0
Brandon Bolden,NE,5.0,12.0,0.0,1.0,2.0,0.0,0.0
Alfred Blue,HOU,3.0,12.0,0.0,1.0,2.0,0.0,0.0
Denard Robinson,JAC,2.0,12.0,0.0,1.0,12.0,0.0,0.0
Latavius Murray,OAK,3.0,11.0,0.0,1.0,1.0,0.0,0.0
Bilal Powell,NYJ,3.0,10.0,0.0,2.0,10.0,0.0,0.0
Jerick McKinnon,MIN,2.0,10.0,0.0,2.0,7.0,0.0,0.0
Isaiah Crowell,CLE,2.0,10.0,0.0,1.0,2.0,0.0,0.0
