displayName,team,passCmp,passAtt,passYds,passTD,passInt,rushYds,rushTD,fumblesLost
Drew Brees,NO,25.0,0.0,325.0,2.0,1.0,3.0,0.0,0.0
Matt Ryan,ATL,26.0,41.0,309.0,2.0,1.0,6.0,0.0,0.0
Peyton Manning,DEN,25.0,37.0,303.0,2.0,1.0,0.0,0.0,0.0
Ben Roethlisberger,PIT,25.0,0.0,302.0,2.0,1.0,6.0,0.0,0.0
Eli Manning,NYG,24.0,0.0,294.0,2.0,1.0,2.0,0.0,0.0
Philip Rivers,SD,23.0,39.0,289.0,2.0,1.0,4.0,0.0,0.0
Tom Brady,NE,27.0,37.0,279.0,2.0,1.0,3.0,0.0,0.0
Andrew Luck,IND,24.0,36.0,276.0,2.0,1.0,17.0,0.0,0.0
Kirk Cousins,WAS,22.0,0.0,272.0,1.0,1.0,5.0,0.0,0.0
Aaron Rodgers,GB,24.0,32.0,272.0,2.0,1.0,16.0,0.0,0.0
Ryan Tannehill,MIA,27.0,35.0,271.0,2.0,1.0,16.0,0.0,0.0
Jay Cutler,CHI,19.0,0.0,270.0,2.0,1.0,12.0,0.0,0.0
Carson Palmer,ARI,23.0,0.0,269.0,2.0,1.0,3.0,0.0,0.0
Joe Flacco,BAL,23.0,0.0,269.0,2.0,1.0,5.0,0.0,0.0
Matthew Stafford,DET,23.0,38.0,269.0,1.0,1.0,7.0,0.0,0.0
Derek Carr,OAK,22.0,0.0,264.0,1.0,1.0,7.0,0.0,0.0
Tony Romo,DAL,21.0,0.0,264.0,2.0,1.0,5.0,0.0,0.0
Sam Bradford,PHI,23.0,38.0,250.0,2.0,1.0,7.0,0.0,0.0
Jameis Winston,TB,17.0,0.0,249.0,1.0,1.0,11.0,0.0,0.0
Brian Hoyer,HOU,17.0,0.0,248.0,1.0,1.0,4.0,0.0,0.0
Colin Kaepernick,SF,18.0,27.0,238.0,1.0,1.0,40.0,0.0,0.0
Ryan Fitzpatrick,NYJ,17.0,0.0,238.0,1.0,1.0,15.0,0.0,0.0
Teddy Bridgewater,MIN,19.0,0.0,237.0,1.0,1.0,19.0,0.0,0.0
Blake Bortles,JAC,18.0,0.0,233.0,1.0,1.0,22.0,0.0,0.0
Alex Smith,KC,18.0,0.0,231.0,1.0,1.0,17.0,0.0,0.0
Marcus Mariota,TEN,17.0,32.0,226.0,1.0,1.0,31.0,0.0,0.0
Cam Newton,CAR,19.0,29.0,223.0,1.0,1.0,36.0,0.0,0.0
Nick Foles,STL,16.0,0.0,221.0,1.0,1.0,9.0,0.0,0.0
Russell Wilson,SEA,17.0,26.0,220.0,1.0,1.0,39.0,0.0,0.0
Andy Dalton,CIN,19.0,0.0,213.0,1.0,1.0,11.0,0.0,0.0
Tyrod Taylor,BUF,19.0,0.0,197.0,1.0,1.0,25.0,0.0,0.0
Josh McCown,CLE,13.0,0.0,197.0,1.0,1.0,14.0,0.0,0.0
Ryan Mallett,HOU,2.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0
Johnny Manziel,CLE,1.0,0.0,36.0,0.0,0.0,2.0,0.0,0.0
